Gene_Name,BreitmeyerC1R1,BreitmeyerC1R2,BreitmeyerC1R3,BreitmeyerC2R1,BreitmeyerC2R2,BreitmeyerC2R3,GuaquetaR1,GuaquetaR2,GuaquetaR3,GuaquetaR4,Hammonds1,Hammonds2,Hammonds3,Hammonds4,Hammonds5,Penney1,Penney2,Penney3,Penney4,Penney5,Penney6
IDS,1445,2088,2096,2779,1366,779,409,612,574,580,5586,5002,5016,7122,6864,1301,1308,1317,1360,452,1112
PRSS3,8,5,3,4,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF200,789,692,790,676,640,451,103,174,91,193,448,364,320,349,387,132,170,171,174,98,144
CD4,118,90,81,159,63,94,3538,4373,3019,3265,25383,24167,26532,25081,28759,3264,3471,3812,4566,2271,4186
LRRC23,124,176,181,191,196,460,103,203,40,164,209,203,184,276,312,38,23,40,42,25,44
BTK,26,4,9,7,13,38,1907,3043,1580,2721,7843,6588,5413,4741,5804,1067,1228,1265,1255,538,1125
HFE,53,49,25,82,43,33,531,523,317,390,1391,1357,1321,1333,1545,279,341,326,423,217,397
SCMH1,2026,2241,2247,4026,1314,1366,230,224,124,166,772,786,955,1136,1282,187,168,219,231,80,206
FYN,7555,9285,11008,12028,6206,7839,20,16,6,23,645,443,317,403,319,418,460,438,389,156,261
HIVEP2,1458,1619,1610,1475,686,1168,60,118,106,224,78,59,106,188,107,145,167,150,104,28,56
FMO1,27,6,1,19,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYPLA2,2043,1614,2501,2635,1971,2044,597,843,415,730,2185,2299,1698,1500,1520,561,544,684,661,578,691
CLCN6,2407,4155,3625,8923,2611,1888,509,654,568,697,2203,2273,1715,1528,1619,416,466,435,442,149,380
MRC2,9324,5282,5334,6307,2537,5059,234,146,28,173,24398,26723,24671,20136,20294,16,17,18,22,11,16
NME2,0,0,0,0,0,0,8,7,6,18,9287,9934,7809,5861,5489,30,31,30,24,22,33
SLC6A7,0,18,25,22,1,21,22,70,9,23,2,0,2,0,3,3,0,8,4,3,4
TSPAN9,1114,850,968,1169,519,734,35,38,23,19,23,10,12,18,20,2,1,3,1,1,2
BTBD7,3989,3905,4208,5393,2741,2557,798,909,588,829,2280,2018,1884,1787,1791,401,464,465,560,180,399
APBA3,656,424,673,758,454,716,205,237,190,262,432,551,534,540,560,87,75,125,111,81,108
MKS1,861,880,1169,1300,690,1238,68,72,27,82,278,238,202,156,196,61,46,63,47,42,48
ABHD5,464,331,499,574,463,448,388,517,612,399,607,540,490,564,589,129,134,138,135,75,125
AKAP8L,4718,7027,7814,9611,5315,8874,608,702,505,598,1930,2003,1963,1829,2461,430,329,501,464,358,427
MBTD1,4659,5292,6359,6090,3589,2923,247,232,184,201,781,658,706,727,846,174,166,210,167,53,131
UTP18,2982,2121,3266,3466,4331,9031,499,940,344,869,2657,2103,1817,2082,2139,701,727,781,742,534,733
RNF216,4547,7463,7555,11112,5095,4029,1084,1328,786,1199,2859,2456,2281,2275,2281,719,706,771,863,461,750
TTC19,2854,3398,3439,4153,2918,2606,228,360,158,405,1694,1350,1127,1028,1051,279,342,336,283,162,290
PTBP1,19644,15517,21298,24084,16602,23267,2089,2966,2549,2942,8000,8448,6553,5659,5578,1784,1868,2093,2099,979,1865
DPF1,713,533,745,655,504,444,0,0,0,0,2,6,0,0,0,3,4,3,2,2,2
SYT7,429,628,803,949,988,3917,1,5,5,4,0,0,0,0,0,1,2,1,0,2,1
LARS2,2205,1855,2708,3240,1789,1683,362,757,190,753,1326,1188,822,648,534,300,294,332,331,134,325
PIK3C2A,7597,8259,9124,13882,7348,8069,843,1106,687,1036,3012,2401,1957,2019,2133,542,671,587,675,140,544
PLAUR,371,372,430,616,527,1383,1993,7113,1784,8637,5082,3849,1553,754,800,1583,1644,1634,1618,1224,1481
ANLN,6646,4190,7165,7787,7772,6099,21,4,7,18,1075,413,450,159,603,318,325,315,320,64,225
WIZ,5098,4186,6379,5719,2562,2470,409,598,220,584,1579,1896,1522,1201,1168,348,290,377,401,147,325
RABGAP1,5465,6386,6928,8630,3645,5110,581,783,500,684,2457,1979,1985,1817,1858,505,560,543,684,194,558
DCN,511,77,71,11,30,4,95,142,15,46,0,0,0,0,0,0,0,0,0,0,0
QPCTL,429,323,368,638,288,315,102,192,43,176,637,787,573,599,627,101,110,134,136,106,111
PPP5C,5921,5234,6918,8505,6328,12456,335,739,294,718,2483,2451,1651,1164,1128,278,303,346,300,170,294
CEP68,3013,3820,4568,4914,2439,1387,143,212,89,104,821,785,851,728,800,245,258,238,250,96,203
MAP4K3,3835,3742,3743,4401,2268,3734,301,509,352,593,519,419,519,724,700,303,260,293,246,90,186
ZBTB32,2,1,8,5,6,51,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0
TYROBP,70,0,0,1,0,2,1733,3460,1943,3352,28165,31553,30294,35036,34117,5354,6162,6090,5465,5426,5597
GABRA3,144,149,128,186,243,69,2,0,0,8,1083,968,966,734,787,250,285,274,331,156,284
BRCA1,4511,3284,6780,7239,4596,1490,97,172,24,136,621,456,458,178,251,99,107,112,120,28,103
ERCC1,2826,2244,2863,3012,1916,2273,765,1080,359,1083,3362,3515,3353,3400,3513,653,713,798,695,676,741
CD22,1,8,4,1,17,81,170,420,231,229,2,6,2,6,9,45,38,43,29,7,36
SEMA3B,366,345,347,440,321,803,2,5,1,4,6,11,4,0,10,4,2,3,2,1,3
MBTPS2,900,1029,969,1166,476,180,471,854,205,790,1060,754,550,578,590,272,301,321,277,103,273
PRICKLE3,202,142,232,315,191,485,449,415,252,401,1010,1153,807,565,570,101,87,100,128,40,110
LTF,12,0,1,0,1,12,5,1,22,1,1,2,0,5,0,2,3,5,0,1,0
EXTL3,4950,5056,6214,6898,3670,2486,458,608,322,620,1713,1668,1731,1559,1677,273,299,365,315,122,293
NR1H4,3,4,1,5,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELOVL5,4559,3434,4682,6183,4270,2105,677,1203,490,1158,6625,5025,3508,2228,2291,962,1042,1154,1021,455,835
ALOX5,116,55,124,43,25,211,1307,1485,397,1577,11636,12917,10824,10852,12613,450,447,453,521,247,543
KDM5D,0,0,0,0,0,2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CALCOCO1,2118,2386,3530,3129,1146,1261,1070,1256,650,892,1697,2026,2841,3243,4163,572,495,659,658,314,654
UBR7,2108,1286,1958,1778,1388,530,185,304,127,327,1554,1297,1201,1225,1149,348,395,399,387,134,352
MAP4K5,4253,4359,4576,4994,2064,2335,263,348,170,271,729,602,602,671,786,122,142,132,124,62,90
EHD3,825,772,1033,965,573,601,30,56,27,44,6,9,5,8,1,71,70,57,110,44,132
PSMC4,4402,3051,5006,4637,4351,6893,1106,1811,606,1929,8620,6591,3775,2964,2795,1966,2207,2215,2311,1600,2314
MAN2B2,1163,1111,1578,1814,649,794,722,1048,956,950,4340,4446,4233,3958,4411,460,495,515,512,241,501
SLC7A14,10,63,88,37,61,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CLDN11,66,38,26,53,22,51,2,0,2,1,5,15,17,8,12,0,1,1,1,0,1
SLC25A39,2187,1193,2100,1845,1279,1829,677,1235,582,1196,5834,5838,4675,4354,4434,685,763,846,754,637,787
MVP,250,559,287,496,622,384,904,1486,651,1477,4091,3695,2704,1970,2083,563,391,618,538,400,561
NUB1,2756,2181,2870,3235,2288,3543,825,831,504,669,2369,1950,1996,2132,2317,381,396,408,382,193,327
PGM3,2661,2715,2846,3231,1790,1495,364,508,274,549,982,742,744,801,870,219,222,242,261,93,186
RWDD2A,273,332,372,316,200,303,49,59,7,71,341,323,330,369,412,49,69,43,76,37,58
CLK1,3977,4281,4156,4332,3371,5778,650,715,917,629,1650,1307,1248,1737,2046,574,599,562,536,257,511
POLR3B,1385,1563,1806,2271,1194,589,61,92,43,116,546,459,312,281,210,95,126,127,100,39,111
ANGEL1,1392,1866,1929,2752,746,567,588,1108,498,790,1717,1814,1781,2210,2327,391,411,401,459,176,375
RNF14,1814,1446,1666,1851,1196,528,590,941,574,904,2397,1993,1671,1664,1609,703,838,829,796,556,782
DNASE1L1,354,456,529,681,321,402,319,507,204,465,1584,1509,1434,1426,1494,279,257,284,273,163,248
DDX11,3368,3887,5361,6876,2584,4514,155,219,145,229,521,510,413,284,368,125,114,137,119,45,100
HEBP1,1095,648,952,811,745,2264,785,1201,1141,996,1401,1263,1147,1232,1421,501,582,635,577,496,600
GPRC5A,253,72,76,19,40,173,1,2,9,3,90,42,13,2,1,2,2,2,2,0,3
MAMLD1,247,333,453,337,175,87,25,124,32,305,9,14,8,8,8,7,8,3,2,0,2
CD6,5,19,10,31,10,62,62,130,21,153,140,194,230,254,278,38,34,35,38,25,42
TACC3,6904,5475,9475,10327,8544,7025,661,638,457,517,3555,2724,2218,1299,1859,496,597,591,567,392,507
UFL1,2105,2444,2367,2604,1941,1242,693,845,537,887,2511,1907,1681,1710,1797,562,624,644,676,223,530
POLA2,2445,2273,2967,3738,1391,799,18,36,8,38,859,861,609,369,350,109,125,103,107,58,114
ZC3H3,1643,1454,2242,2453,1334,1648,471,396,360,310,966,1084,1068,1040,1126,180,188,182,214,84,186
CAPN1,2820,2721,4778,5387,2765,5475,1529,2365,1340,2164,6265,6764,5039,3276,3361,1079,996,1197,1261,680,1252
MDH1,4126,3062,4369,4505,4083,3117,1115,2399,986,2168,6524,5325,4534,4322,4117,1846,1915,2129,1743,1536,1932
SLC30A9,6163,4909,6529,6302,4655,2306,506,717,310,556,2412,1808,1570,1673,1699,559,659,638,608,308,551
MTMR11,238,222,190,369,143,114,0,1,0,9,1,5,3,2,2,1,1,3,5,2,2
COX15,1616,1501,1988,2449,1491,674,341,438,193,353,2052,1850,1766,1523,1613,319,371,437,468,195,354
CCDC88C,3961,5826,6320,7908,4711,12616,261,315,582,210,219,187,134,156,123,233,194,251,270,71,212
YAF2,2304,3390,2962,3258,1310,896,112,136,105,148,452,314,299,335,326,84,108,138,89,97,102
ZMYND11,4527,4623,5533,5822,3703,6085,688,918,364,697,2869,2263,2204,2301,2729,625,615,681,772,234,636
WAS,76,36,45,46,46,111,1473,1723,905,1477,9120,9355,8762,7750,8736,941,1018,1134,1257,727,1089
DPEP1,24,29,46,24,52,271,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
BID,900,649,838,900,908,1416,578,1224,709,1716,5557,5224,4084,4296,4047,825,915,847,846,706,920
MATR3,38330,34173,49601,51091,37676,20215,20,27,48,10,9624,6542,6291,6863,6603,2770,3082,3192,3183,1641,2888
NPC1L1,9,68,53,89,32,107,3,15,6,1,0,1,0,1,1,1,0,0,0,0,0
XYLT2,1109,1050,1494,2102,1059,2103,203,267,73,150,866,1060,923,693,754,88,65,81,108,53,96
RGPD5,46,23,35,43,12,49,3,1,2,0,698,845,841,582,445,478,540,551,555,179,423
STMN4,173,645,803,415,125,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NUDCD3,4285,4263,5294,6407,3518,3281,836,1015,817,892,3503,3188,2665,2563,2435,570,558,638,601,373,640
ISL1,306,654,226,106,47,1101,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
CHDH,372,396,495,608,235,441,49,35,3,2,12,12,8,15,7,3,6,4,0,0,4
IL20RA,1,7,3,4,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CLCA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,1
CLCA4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLT8D1,1225,1234,1464,1302,801,932,213,352,155,256,883,755,726,771,913,248,224,272,257,143,275
ATP2C1,4448,4451,5076,5787,2998,1909,1447,2085,1184,2087,4504,3488,3996,4676,5155,855,928,976,1113,359,979
SRCIN1,1383,2407,2887,4861,1391,1495,1,28,0,14,0,0,0,0,0,0,1,1,2,0,1
IGF1,39,29,6,1,3,7,60,26,15,12,3142,2654,4240,5834,6105,1628,1859,2021,3129,1399,2245
SLC38A5,91,93,55,124,172,138,44,107,37,41,55,61,36,7,9,66,63,53,38,50,62
MAGIX,10,26,30,32,19,66,36,63,24,41,28,63,43,30,33,18,7,15,11,12,17
RALBP1,5818,3870,5884,6010,5858,8810,1474,1892,1539,1448,3901,3264,3308,3371,3775,797,760,948,892,629,802
RUFY3,4257,6530,7579,8950,4350,10956,280,273,275,248,1666,1169,1102,910,998,282,281,307,331,159,286
CNTN1,234,795,538,904,511,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SLC11A1,15,9,9,17,18,52,997,3126,285,2781,4894,6129,4700,3538,3670,26,36,27,23,17,27
WWTR1,8323,5356,6758,5542,2666,1366,2,18,1,12,1,1,1,1,0,2,1,0,0,0,0
AGPS,4483,3958,5614,5326,3991,3225,1265,1952,1127,1634,2637,2165,1756,1591,1598,742,778,825,864,298,751
ATP1A2,4311,5565,4385,12662,5912,4406,0,0,0,1,0,0,3,1,1,2,1,1,2,0,1
TTC27,916,810,1016,1090,641,721,152,252,78,280,488,391,283,245,158,128,171,151,133,96,146
ZNF582,388,452,470,317,215,232,12,12,16,22,124,125,144,166,151,32,28,30,16,22,38
VSIG2,6,10,9,11,3,24,0,0,0,0,0,0,0,0,0,3,8,4,5,1,2
PHLDB1,9547,7612,9351,11816,3931,3654,119,270,65,348,257,283,191,117,127,199,163,227,264,138,205
MARCO,5,4,6,2,3,0,102,85,166,13,8,0,1,0,0,1,0,0,8,4,1
CYP24A1,30,28,30,57,80,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM11,640,661,710,893,354,729,40,27,16,41,240,274,187,146,178,39,59,56,66,24,56
SYT13,172,368,219,271,255,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAI2,3639,1188,1469,1060,1197,820,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CD74,1021,291,245,318,285,850,3224,6239,5972,8153,181878,169476,181288,273216,314289,3299,3385,3649,2353,1412,2036
HGF,165,12,26,11,22,25,9,2,16,6,55,43,76,203,187,156,173,170,321,112,267
ZRANB1,2899,2960,3125,3632,1798,1060,557,548,473,504,1475,1210,1153,1304,1323,354,368,399,382,126,324
NCDN,1587,2467,2541,3764,1972,1098,152,267,91,323,1035,1080,712,451,452,176,136,151,181,100,148
ZFP64,2369,2548,3783,4959,2900,2443,206,200,97,145,577,519,401,325,310,110,105,126,122,53,132
MNAT1,1631,1791,1487,1782,1461,5046,44,109,52,70,280,205,148,203,267,101,105,109,87,72,116
SAMD4A,1418,1386,1000,2195,1583,1500,622,878,1028,903,141,200,347,685,689,322,288,356,406,116,288
RUNX3,110,29,16,22,129,115,1285,1159,785,1256,9252,8556,10684,10958,12029,1189,1251,1291,1478,1249,1270
PLEKHB1,217,120,160,250,169,446,4,6,0,2,28,31,24,25,26,7,10,10,10,11,7
SERPINB1,290,393,234,512,300,337,810,1236,449,1000,5886,4421,3525,3883,4293,980,1055,1110,1042,736,951
CYP3A43,3,16,3,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC7A9,27,27,22,36,12,4,2,2,2,0,3,3,0,2,1,0,0,0,1,0,0
SPAST,2831,2600,3333,2966,2276,1062,285,441,241,354,1346,908,940,1121,1103,224,230,230,249,88,186
NRXN3,815,1697,1385,2474,817,1197,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OSBPL5,1630,1559,1781,2571,1000,1075,6,12,3,3,20,34,40,37,42,15,12,16,18,9,16
AQR,4891,5484,6370,7102,3928,2568,694,1040,511,1070,2949,2420,2100,2004,1942,524,523,589,542,146,447
CPS1,3654,1631,3640,1377,1097,839,25,29,20,18,87,83,83,58,79,60,82,53,52,19,45
C8B,4,19,6,4,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FHL1,1564,1800,2816,2775,1956,398,34,89,2,80,188,129,137,97,128,75,64,76,111,51,89
GABRA1,83,56,55,35,57,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NLRP2,0,1,0,0,6,6,311,513,312,503,694,661,417,260,288,1,0,0,0,0,0
SLC45A4,1652,1058,1399,1814,1557,2285,690,754,441,542,918,1402,2736,3870,3840,280,245,343,300,129,265
RNF10,7563,5435,8156,8480,6535,5837,1167,1604,1109,1302,5619,4857,4520,4219,4551,993,1116,1155,1264,616,1039
ZNF839,1006,1255,1426,1976,686,664,156,197,42,123,310,354,325,280,375,95,102,110,112,64,79
ZDHHC6,1798,1498,1931,1901,1419,956,412,534,358,508,1273,987,820,808,969,284,305,336,315,163,322
GRAMD1B,824,867,805,1442,756,683,448,475,340,360,834,970,1108,1122,1110,67,73,69,113,52,75
RNH1,2016,1522,2182,1913,1031,1326,1243,2130,1188,2110,3640,4335,3505,3440,3068,1104,1047,1280,1197,1045,1304
NDUFS1,6313,6099,7452,8671,4414,2530,1109,2082,781,1828,5804,4972,3958,3256,2947,1105,1224,1187,1213,454,1056
RB1CC1,5503,6098,6782,6981,4698,3462,1010,1353,999,1289,1849,1268,1555,1760,2024,393,411,443,456,161,378
ERP44,1912,1574,2021,1849,1635,908,686,1051,642,1121,4235,3409,2952,2811,3020,776,824,822,873,562,850
ALAS1,1864,1563,2013,2464,1885,1655,1592,3915,1899,4906,5441,5117,3264,3102,3011,2287,2298,2476,2245,1085,1926
BIRC3,67,29,47,24,30,147,15,80,78,266,13,14,16,56,99,60,51,77,18,6,12
AKAP11,4884,7183,8499,8886,4207,883,1370,1824,570,1695,5077,4087,4094,4851,4720,933,1041,1063,1257,227,920
GLRX2,231,107,186,189,237,156,156,324,103,340,439,371,287,341,293,92,100,92,82,67,91
SNAPC1,703,689,719,939,1231,1236,81,146,121,111,163,94,85,122,106,52,53,54,49,44,54
DERA,2086,1602,1861,2032,1791,854,320,517,314,480,1455,1235,1085,1357,1260,416,431,408,396,262,390
STRAP,10306,5991,10356,8661,8209,3448,665,1283,613,1262,4262,3200,2512,2204,2233,1214,1384,1435,1318,1057,1291
ABCC2,453,642,541,570,140,71,28,30,28,33,38,34,37,47,22,18,9,6,12,2,7
DEF6,182,149,123,161,265,656,902,911,344,1191,6695,6280,4868,4170,4843,1136,851,1314,1238,858,1319
PLEKHO1,6175,4920,5516,5968,4179,3497,1429,2845,1075,2293,14587,13018,10978,7894,8120,2698,2618,2994,2833,2748,2656
GCLM,615,762,762,1866,1198,325,361,492,766,477,515,415,331,305,351,126,141,159,127,83,149
UBR2,3448,4070,5279,6414,2973,2263,899,1076,885,910,2505,2039,2094,1897,1907,485,543,570,647,154,523
EHD2,443,339,312,497,684,1643,17,25,3,23,6,8,5,1,6,1,0,0,0,0,0
DEPDC1,2890,2073,3280,4557,4243,1564,1,0,1,2,421,117,135,35,204,111,100,105,90,57,84
CCDC28A,471,294,377,372,452,371,225,203,170,130,640,563,879,914,1060,159,150,161,147,77,126
RRAGD,867,1211,1443,1607,1380,413,1404,1974,1901,1970,3038,2505,2395,2748,2953,1232,1282,1409,1589,954,1377
HSF2,2095,2451,2358,2628,1870,1580,108,87,94,100,439,376,362,364,368,64,93,90,84,46,71
PHF20,4040,4111,5990,7486,4384,9377,971,999,715,1105,2943,2365,2168,2061,2265,582,670,769,763,441,757
HSD17B6,76,66,125,148,135,41,10,7,4,12,15,9,12,13,5,1,2,2,3,4,0
NR1H3,374,225,450,538,300,524,483,3357,734,1943,154,183,191,344,435,167,183,187,127,100,152
TYMP,41,13,26,11,11,22,631,2098,610,1521,5919,6284,4006,3348,3853,446,246,558,399,602,348
NCAPH2,2580,1986,2882,2967,1734,1590,192,340,274,344,802,777,715,635,679,212,174,249,199,186,205
TOMM34,2201,1277,2049,1791,1656,3206,214,299,147,350,1771,1180,884,800,781,229,298,265,228,120,228
SEC63,7515,8266,8820,9964,6878,3196,1273,1570,867,1767,5922,3607,3206,2721,3058,977,1047,1157,1100,479,912
KPNA6,4473,5328,5962,10053,5700,3419,761,1111,554,1065,3797,3431,2816,2361,2466,482,539,596,723,383,535
VIM,55557,43406,52886,49158,52061,43727,20553,46626,17951,43989,33988,29113,26603,20327,28858,13558,14153,15035,11493,8324,10835
FAS,139,97,73,120,151,174,221,305,663,402,332,176,184,229,228,48,43,40,40,18,39
RNASET2,274,470,342,455,230,673,828,633,215,421,16822,19002,19594,20304,21799,2017,1779,2322,2576,2750,2863
CD44,584,326,195,547,891,2604,8272,13191,8158,15435,1093,783,585,629,596,2439,2609,2633,3184,1329,2739
KCNG1,925,571,496,584,471,2410,15,4,0,7,3,3,2,1,0,0,0,2,0,0,0
AGPAT4,3279,4643,5353,7403,2212,1010,258,671,283,329,246,315,344,521,448,118,122,148,149,109,163
SLAMF7,5,0,0,0,0,0,1340,2779,1998,2601,4769,4405,4164,4385,3774,762,816,881,746,396,632
BTN3A1,163,457,295,380,201,69,203,205,141,192,684,511,699,1030,1235,37,51,58,38,17,37
MIPEP,739,693,954,968,671,633,152,366,146,268,586,546,417,414,377,158,228,241,172,91,149
PRKCH,118,90,78,63,40,1574,40,75,114,49,649,487,475,420,421,226,211,211,222,85,151
INSRR,10,18,38,69,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IFNGR1,1156,1308,1225,1356,780,414,2312,3470,1418,2975,18719,14785,14816,16985,15688,6978,7857,7838,9164,5247,8455
B4GALT7,803,726,881,960,457,736,216,363,123,389,1043,1125,883,793,804,205,190,243,203,173,211
SH2D2A,24,54,24,95,76,229,1,1,1,12,35,33,14,9,11,7,0,2,6,3,3
VRK2,1725,1604,2309,2307,1731,835,174,411,123,420,834,587,383,314,460,81,120,118,119,37,89
TNFRSF1B,101,139,54,67,143,185,3937,5063,1835,3893,25660,26093,23823,25852,27354,4439,4482,5297,5699,3387,5110
VEZT,4537,5997,6234,7446,3760,1692,403,605,376,574,2029,1492,1256,1210,1196,620,662,699,683,306,620
POU2F2,166,338,313,544,288,239,1461,1849,628,2718,3742,3613,3384,3024,2923,710,590,754,662,596,524
BRD9,4720,5555,6162,8140,4411,11576,248,426,189,487,1464,1500,1012,927,879,330,325,369,379,335,382
SNX1,4191,3868,4980,5297,2582,4546,1506,2308,1489,2079,5487,4503,4485,4437,4551,1360,1398,1616,1582,758,1402
TBPL1,1243,939,1099,1049,1205,794,53,81,53,86,270,236,187,213,198,65,73,61,72,41,57
BCLAF1,16608,18507,22531,22589,16086,8698,851,1253,764,1087,6324,4146,3780,3949,4344,997,1013,1057,1108,329,873
SLC39A9,3213,2497,2672,2766,1490,975,810,1002,608,903,3082,2576,2468,2609,2552,519,650,664,706,246,503
ANK1,151,398,375,256,186,792,2,8,3,10,10,19,22,21,27,50,42,76,121,81,100
IBSP,1,1,0,0,6,0,146,14,35,141,2,1,0,0,0,9,8,7,3,1,1
TFB1M,861,893,1048,1319,726,547,51,57,23,68,429,321,258,234,217,111,110,113,120,91,122
RABEP1,9002,7378,9839,10788,8967,8049,1926,2254,1549,1816,6555,5662,6712,8036,8422,2867,3101,3461,3461,1281,3132
HMGB3,12707,7134,10944,8875,12349,11170,58,294,34,193,1222,558,592,320,653,297,324,346,317,251,249
NUP160,7358,7483,9005,11252,5905,4360,395,700,397,596,1908,1896,1428,1285,1210,524,617,578,511,155,450
BAK1,720,542,736,784,578,773,236,447,247,417,2731,2715,2167,1949,1728,282,242,328,361,259,335
MUSK,1,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IKZF2,535,596,868,937,332,796,55,78,14,23,28,15,30,24,29,19,29,9,17,8,25
GRN,4012,2156,3311,3618,2338,2051,16661,27223,18592,18145,92793,106214,96127,83797,83409,14824,14863,17631,17386,11689,16929
FAM13B,3928,4521,4982,5732,3025,2586,401,641,316,579,1336,1397,1437,1478,1574,506,474,525,508,121,378
ARHGAP31,969,429,510,261,203,1196,1540,2313,1159,3165,6460,5463,4789,4152,4129,1050,1089,1184,1352,303,1007
NR2E3,9,36,34,47,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPQ,717,602,819,871,970,1252,54,56,58,96,195,120,136,131,139,32,28,28,22,17,23
RANBP3,4049,3615,4617,5790,3013,4991,730,834,645,697,2501,2585,2570,2191,2320,460,429,505,513,307,463
ARID4A,2868,3084,3612,3972,2493,6586,635,721,539,609,1572,1060,1265,1364,1581,456,427,503,520,378,426
PNPLA6,1388,1723,2685,3878,1739,2274,1131,2310,777,2193,4968,5870,4479,3497,3264,605,588,715,741,552,734
IFT88,1103,1336,1402,1673,880,643,71,111,47,75,230,154,162,208,206,163,192,209,217,112,206
ALG1,639,672,725,951,464,224,173,437,142,391,1601,1819,1337,931,907,153,177,152,171,123,174
ZCCHC8,1752,1607,2147,3161,1767,2657,378,456,279,437,1090,907,934,1034,1208,247,267,304,276,108,264
ABCF2,4044,2894,4548,4864,4196,6886,66,151,68,134,1273,1240,920,808,723,469,462,528,503,270,492
CHPF2,1596,2031,1895,1957,859,759,859,1034,670,1056,3635,3831,3183,2830,2746,554,533,631,621,337,553
LRRC7,132,239,131,431,68,76,0,0,1,0,3,4,6,7,6,1,5,5,4,0,7
FUT8,2735,3520,3132,4371,3324,1831,496,537,325,537,6656,4714,4303,3584,3827,562,643,626,692,272,485
UBA6,3942,4059,4814,5866,2960,1762,723,939,596,957,3319,2559,1729,1970,1757,509,612,613,769,307,553
GAB2,1919,2324,2433,3282,1453,1923,2038,1841,1366,1656,5003,4712,5351,5254,5852,925,704,1056,1219,259,984
ATP6V0A1,1736,2692,3149,3958,1530,3017,2910,3473,2166,2921,7043,7144,7038,6683,6679,2181,2527,2680,2757,1287,2404
PIAS1,2902,3274,3817,3971,2425,2057,905,1120,687,924,2969,2566,2470,2534,2573,519,555,552,597,166,505
SLC4A7,5487,7927,6598,7718,4280,8371,852,1070,277,941,3278,2484,2254,2655,2896,416,409,450,423,97,311
APBA2,4720,5978,7193,7034,2361,3170,3,7,1,5,215,301,226,169,195,11,7,12,13,6,8
UHRF1,11888,7215,13345,12794,8764,9190,19,31,1,38,1327,1191,654,81,211,68,43,82,51,32,48
MAP2K3,725,670,867,971,1115,1953,245,738,397,1047,1646,1627,1213,997,1016,380,405,411,358,256,299
TMSB10,26220,9840,12960,11438,22546,40936,2351,5366,2034,3488,33250,30143,26018,26804,25458,7059,8568,8650,6932,9363,7755
ASTE1,324,293,373,306,278,196,34,50,30,34,322,254,274,284,250,69,73,101,66,39,64
RNF19A,1560,2118,2151,2539,1546,1121,527,718,409,622,2288,1749,1627,1777,1725,720,721,753,685,290,578
PEX3,634,621,555,723,430,591,89,119,83,105,343,282,282,273,278,110,108,109,99,56,125
GABARAPL2,1895,1337,2126,1702,1746,2274,345,581,449,501,2755,2504,2127,2380,2329,535,609,588,500,415,548
MYOC,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SH3YL1,1195,1433,1472,2016,563,585,153,224,152,133,461,379,340,393,402,139,157,195,162,85,158
FAM136A,3209,2010,2706,2435,3165,3833,243,594,158,388,1937,1756,1186,836,850,396,375,446,404,263,370
VCL,10407,9235,13317,19887,12533,12492,562,1044,186,923,1411,1357,782,444,422,1383,1431,1506,1980,534,1690
DEPDC1B,2568,1944,2783,2441,2172,3903,0,3,0,3,281,91,108,32,134,73,75,80,88,66,78
DAPK2,259,300,264,377,144,150,10,12,4,11,77,49,46,39,67,7,3,8,2,3,0
NSMAF,1881,2427,2593,2993,1546,850,1794,2671,1418,1836,3374,3027,2576,2613,2662,786,780,781,703,332,616
STAP1,2,0,1,0,0,3,1,4,1,2,9,2,2,0,1,20,14,19,11,7,8
TIMP2,3727,2522,2835,2950,2086,1363,4875,8674,5298,7467,19943,19491,20660,24349,22249,5552,5847,6437,6734,3349,5646
