Gene_Name,BreitmeyerC1R1,BreitmeyerC1R2,BreitmeyerC1R3,BreitmeyerC2R1,BreitmeyerC2R2,BreitmeyerC2R3,GuaquetaR1,GuaquetaR2,GuaquetaR3,GuaquetaR4,Hammonds1,Hammonds2,Hammonds3,Hammonds4,Hammonds5,Penney1,Penney2,Penney3,Penney4,Penney5,Penney6
ZBTB38,1385,1388,1429,1743,939,921,926,1204,563,942,1389,1217,1226,1286,1226,391,418,400,498,128,359
BEND2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC71,1038,828,1118,1218,722,578,215,216,81,209,1220,1273,966,952,856,254,266,264,280,208,269
LRRN4CL,15,39,22,41,9,63,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
TIMM22,1762,1065,1605,1366,1343,1592,87,225,55,241,448,370,286,271,218,216,256,248,228,190,263
HIC1,99,35,44,35,175,233,0,7,0,3,159,137,198,140,109,103,61,92,102,69,74
PPFIA3,716,1105,1315,1679,801,1168,23,43,19,60,175,236,131,97,95,44,32,56,51,34,49
MAGEF1,2489,2304,3077,2485,2195,2891,229,267,55,232,1987,1828,1686,1240,1539,336,300,379,339,254,332
UMODL1,16,23,13,23,13,11,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0
SAMD9L,29,5,1,11,0,5,135,314,76,274,630,451,360,290,414,320,290,470,305,118,178
UBE2U,0,8,5,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
PAWR,3080,3220,4189,5919,5432,17549,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
TGIF1,3250,2630,3515,3591,3154,4984,520,768,526,784,645,592,712,906,1011,157,156,195,137,87,135
MIEF2,298,272,369,391,284,408,51,83,45,72,283,334,383,361,349,38,43,46,44,32,46
NAP1L5,316,263,403,292,187,200,1,6,1,2,91,59,33,17,20,34,24,38,27,16,23
NIM1K,25,75,68,49,14,33,0,3,0,1,3,2,4,3,3,2,1,3,3,0,0
CD19,2,11,5,20,15,57,1,0,0,0,2,0,9,8,4,0,1,0,2,2,0
NR2C2,1630,2715,2283,3568,1580,2298,1035,883,840,662,2044,2042,2145,2147,2181,85,97,106,129,14,72
GPR4,25,1,10,0,13,13,0,3,1,1,20,24,9,2,2,6,1,4,12,3,2
ACOT4,26,11,9,26,2,18,18,97,13,73,8,8,0,5,2,2,4,3,0,3,5
OLIG3,3530,5511,9848,9874,4667,914,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARIH2,4669,4125,5411,6523,4233,2183,984,1327,682,1156,3422,3188,2932,3240,3288,619,641,708,717,348,634
RBM44,13,65,18,54,22,34,11,16,22,21,35,33,15,24,40,3,0,5,2,0,0
ZBTB33,2296,2289,3061,2723,1950,789,1349,1498,986,1415,5411,4018,4243,4559,4572,528,581,597,603,147,536
ZBED2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
VCX2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRX3,1614,2244,2670,1924,1078,2224,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
ST8SIA3,753,1681,2244,2287,1414,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPRM,489,632,797,541,669,463,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
SLC25A22,1347,1049,1782,1821,1039,1379,64,151,13,130,364,407,192,121,93,65,48,71,59,40,69
RABEP2,1159,1168,1618,1785,955,1259,266,427,191,438,870,843,733,592,604,140,102,203,167,147,184
NHLH2,105,200,238,151,47,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATOX1,784,459,657,640,637,873,207,470,408,403,1379,1454,1527,1588,1418,403,439,472,408,455,415
FAM187B,0,2,3,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
TBL1XR1,10083,11820,11572,14579,6904,2998,744,1080,450,845,3374,2541,2191,2307,2255,436,469,412,646,267,371
SAMD12,332,372,421,486,258,367,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
CD163,19,2,3,0,2,4,8196,14154,6230,13592,18979,18772,20997,21047,23300,9858,10082,11731,13306,5706,11634
ZNF491,303,440,528,556,228,37,0,0,0,0,0,0,0,0,0,9,2,4,6,4,12
JUN,6960,7960,7173,4055,19530,40628,2786,4424,2501,4557,2723,2989,2364,2387,2409,1349,1020,1380,1819,993,1652
CSTF2T,3075,2818,3732,3176,2573,3436,367,537,183,562,2124,1670,1589,1561,1587,551,464,581,621,255,567
PGBD5,558,1005,1074,1136,1136,489,558,1149,475,1509,5738,5759,5875,6027,5725,1535,1470,1658,1909,1013,1625
ACAD9,2292,2231,2432,3035,1122,2395,327,635,302,632,1586,1536,1253,1042,1081,359,431,426,401,228,428
IL17RA,748,718,990,1070,446,442,1508,2258,1678,1972,28428,25633,12010,4574,4857,1720,1526,1868,1968,760,1617
PNPLA2,1291,1013,1319,1420,1020,2342,428,449,365,580,1158,1480,1404,1500,1654,204,211,204,204,143,183
MBOAT4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,1
AGTRAP,497,541,682,1124,479,570,550,991,436,882,1056,1342,867,566,582,207,231,248,248,250,254
CD163L1,33,38,43,44,32,4,600,710,302,345,877,861,1514,1872,2165,512,569,607,1175,449,955
SRRM3,279,711,716,946,434,340,2,17,10,18,0,0,4,8,6,0,0,0,0,0,0
THAP5,1333,1007,1148,1141,977,214,159,218,139,226,750,513,491,643,552,160,201,214,159,96,198
DEFB114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUMO4,94,203,97,225,32,29,4,3,5,3,0,0,0,2,1,1,2,0,1,0,4
MAGEB10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC28,171,165,259,234,132,121,12,19,10,8,92,53,58,69,65,21,27,26,33,19,32
NAALADL2,219,433,324,512,147,109,0,4,2,2,2,0,0,0,0,4,4,3,1,0,3
CD151,1190,867,1231,1306,919,3249,549,1157,350,1047,1149,1208,864,871,771,313,285,306,314,252,310
POLR2L,2124,613,1236,995,1546,2550,76,194,55,179,1235,1726,1077,840,694,317,398,356,317,385,337
FAM20C,956,2133,2664,2760,1696,1465,985,4083,1575,3885,6181,6807,6952,9317,8324,6364,6054,6881,6337,4304,5937
SLC35G5,15,43,30,65,4,14,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
ANXA2R,42,66,44,134,12,10,7,13,1,8,62,55,62,90,118,9,8,10,8,10,12
FLII,6132,5180,9784,11002,8556,14539,2594,4751,1862,4517,10774,10937,9477,7918,8933,2810,2429,2956,3246,1563,2919
SOX12,10203,8702,11104,10056,6896,15574,96,54,2,27,1324,1754,1410,1072,1242,174,138,200,194,118,221
HNRNPA0,9406,7714,10300,8846,5453,9355,1144,1651,737,1606,6414,7151,6199,5683,5706,1483,1115,1717,1872,1132,1628
YIPF7,14,35,33,40,12,7,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0
ZCCHC3,410,237,379,247,637,2090,244,358,196,266,2537,2134,1995,1885,1976,547,396,558,573,300,569
MYOZ1,48,36,23,42,28,110,12,105,22,170,76,64,87,79,67,275,267,299,201,106,192
KCNJ10,18,1,9,3,11,9,4,1,0,7,5,13,8,15,17,0,1,0,0,0,0
CHID1,1624,1344,1655,1951,965,2232,566,786,317,604,2094,2130,1910,1819,1660,696,772,918,950,808,963
PCDHB9,290,197,309,81,5,38,1,0,2,0,2,6,5,6,4,4,0,1,5,3,0
ZNF620,980,935,1185,1190,913,793,22,23,7,30,41,47,38,44,35,15,6,16,15,5,12
ZNF518A,4328,6131,6767,7779,3214,1278,383,587,188,384,1483,1026,964,1003,1068,259,330,336,380,103,285
TMEM187,147,81,121,96,79,273,114,119,117,56,260,275,288,329,341,79,109,117,114,117,106
ZNF619,223,176,283,7,25,276,83,129,30,79,489,394,349,381,360,41,46,40,56,15,44
AP3S1,2620,1672,2304,1946,2962,1843,563,902,670,842,2117,1603,1510,1547,1602,641,663,713,647,510,651
GRB2,2685,2173,3410,3095,2352,3121,5330,7532,3890,7059,27210,23549,19363,17883,19264,3800,3657,4294,4563,2584,4107
ZBTB41,1471,1869,1909,2629,1678,557,252,306,398,311,607,451,451,557,554,148,151,152,170,59,129
UBE2N,4541,2805,3561,3155,3533,2417,338,640,207,591,4010,3023,1998,1821,1743,697,784,827,726,488,756
SPATA31C2,161,162,121,260,67,12,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0
ARL6IP6,1063,1216,1220,1466,910,1092,143,185,92,194,401,420,375,418,444,151,152,175,174,112,173
ZNF354C,1540,1576,1871,1458,893,670,29,35,45,26,28,47,43,43,52,130,145,172,191,90,164
CAPZA3,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAMDC4,389,363,624,546,190,540,44,71,40,76,165,261,155,86,99,15,8,10,11,6,7
ODF3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BET1L,1112,855,1020,1063,847,1728,572,756,332,786,3160,3103,2750,2774,2835,481,538,600,564,292,548
RIC8A,3574,2758,3939,4056,2363,3240,1006,1533,816,1329,3384,3180,2888,2455,2772,881,888,995,1035,580,995
IMP3,1285,899,1182,1110,857,1218,292,493,161,376,1807,1994,1551,1482,1260,409,490,481,391,423,507
ASB8,668,688,826,748,415,106,501,688,347,481,1499,1201,1239,1165,1264,304,319,340,354,271,345
LCN15,7,7,10,10,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODF3B,12,22,21,16,11,33,62,133,45,56,345,495,425,449,555,60,52,107,49,74,64
DPY19L2,325,469,414,417,189,131,0,0,1,1,0,1,0,0,0,3,4,6,6,0,6
SPATA31E1,3,11,11,4,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR150,1,9,2,3,1,7,20,25,25,3,3,6,8,28,24,8,5,9,9,5,2
TSPYL6,0,6,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DMAP1,1751,2650,2967,4047,1994,1412,281,458,217,347,611,676,704,622,790,245,235,264,287,194,214
ADAMTSL1,584,390,523,637,291,41,5,40,3,40,0,0,0,0,0,0,0,0,3,1,1
IMPDH2,7678,5048,7520,7283,6826,11930,824,1350,603,1258,4035,3777,3283,2439,2796,1130,1176,1287,1288,1011,1281
ALS2CL,68,118,77,180,57,269,30,44,30,22,106,110,60,61,31,289,242,284,447,239,428
MLF 1.00,1062,749,1031,1056,1528,850,34,69,74,105,172,115,117,183,165,53,60,48,63,27,42
NDUFAF3,805,500,661,511,380,788,223,593,168,508,1006,1185,963,905,833,349,328,396,381,308,356
GRAMD1C,132,267,135,261,137,139,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0
STAP2,346,207,235,255,242,944,2,3,1,4,9,13,7,3,7,2,4,4,4,6,7
HTR3C,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSSK6,107,106,130,136,103,226,29,40,12,44,80,104,88,95,63,11,19,13,12,4,17
BOLA1,488,266,426,304,468,1102,59,85,22,49,248,258,251,287,261,45,49,42,65,51,39
PDE4DIP,2942,5260,5255,7700,3898,6982,3549,3990,4579,3860,1472,1588,2240,2812,2756,323,310,366,284,132,236
DDX10,3760,3453,4135,5361,4750,8659,202,305,126,387,940,613,440,384,337,207,216,231,249,135,209
PPP1R42,19,26,19,21,16,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NDUFV2,526,1027,655,967,366,195,11,9,16,3,3397,2846,2323,2051,2146,617,630,743,631,641,629
DALRD3,1169,755,1268,771,1292,3840,91,149,51,133,236,264,216,182,227,77,98,86,70,39,79
ZNF114,455,470,587,649,418,504,15,51,8,50,343,277,222,184,180,35,38,38,41,36,35
ZNF518B,5693,4655,6523,6702,4657,1948,449,503,253,457,1267,925,998,875,922,174,130,168,225,48,157
AMER3,83,168,195,161,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SPINK6,0,0,0,0,0,0,1,14,5,8,2,0,0,0,0,0,0,2,3,1,0
ZNF366,30,0,12,0,2,24,79,294,53,185,1016,795,993,1040,1119,262,245,312,310,116,266
LCORL,1991,3290,2452,3200,1656,1554,407,466,420,526,1083,691,792,907,1051,224,250,248,273,85,162
PARD6G,2091,1639,1938,1946,1069,1513,1,0,1,0,5,10,8,4,6,4,3,1,4,5,2
ZNF454,331,368,486,586,324,377,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3
SH2B1,1928,1987,2566,3318,1222,1821,556,742,421,539,2209,2558,2122,1883,2247,354,205,372,412,204,331
ZC3H12D,22,34,26,22,9,29,127,169,58,192,389,462,437,320,364,61,67,78,78,30,56
VN1R1,22,31,31,57,7,3,2,0,1,0,8,4,2,9,11,2,2,1,4,3,4
PLEC,29208,28019,37244,49450,36634,62766,13478,15715,11048,21988,23941,26811,17434,12533,12534,2835,2091,2666,3630,779,2320
SH2D4B,19,59,38,44,27,32,0,2,0,0,0,0,1,0,0,6,0,2,1,0,0
RNF212,55,673,203,1746,674,47,3,0,2,0,18,18,18,9,13,0,0,3,3,4,1
PRSS36,29,18,38,21,28,31,254,387,187,306,489,542,455,408,443,254,174,211,241,187,276
ZNF543,1406,1659,2000,1876,1198,1066,20,59,27,27,143,96,75,106,99,33,58,51,59,40,47
TMEM151B,240,286,439,218,122,380,2,3,1,3,5,5,4,7,7,1,0,0,0,2,0
GALNT11,2200,2230,2323,3026,2177,1276,481,735,624,696,1957,1855,1640,1696,1786,567,620,682,731,405,628
SLITRK1,127,415,239,177,71,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR6,5968,6757,8595,11887,3502,3014,1505,1619,1011,1409,5229,6085,4673,3632,3999,1460,1190,1540,1827,749,1641
PRM3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNP2,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAG11A,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN1,2087,2533,2443,3161,1229,985,25,68,18,94,499,334,295,265,359,166,161,154,144,53,102
TMPRSS9,33,138,76,73,83,597,4,1,6,8,1,3,3,2,2,1,0,2,9,1,2
AQP11,64,45,83,66,30,27,0,5,2,3,17,15,6,11,7,3,4,7,6,3,7
TMEM11,1029,687,876,810,789,1332,150,226,136,215,1020,1054,736,691,613,193,217,243,210,172,204
ZNF354B,742,894,969,1076,501,838,115,149,70,99,219,196,201,262,299,85,114,90,116,34,103
KCNG2,8,16,32,20,16,43,0,0,0,0,0,0,0,0,0,3,8,2,13,7,8
SHISA3,702,1319,2347,2530,1071,100,0,0,0,0,1,0,2,0,2,0,0,0,1,0,0
CALML3,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALML5,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFAND2A,378,452,494,630,621,350,172,216,208,249,306,303,220,283,245,130,130,158,130,100,92
PLEKHM3,664,949,808,1008,444,458,345,440,734,411,890,781,829,863,848,72,82,76,81,15,60
ZNF223,42,39,68,74,51,17,6,8,8,5,183,172,147,172,283,81,84,75,73,34,69
HTR1A,0,1,3,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM220A,711,723,872,1110,859,369,254,225,155,229,731,581,537,569,553,173,194,207,199,155,197
DNAJC22,75,53,42,11,48,129,0,0,0,6,0,0,0,1,0,0,0,0,0,0,2
NEUROG2,294,267,544,754,184,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEND3,2905,3546,4381,7073,3260,3512,37,47,19,45,173,190,153,106,75,19,36,34,52,21,36
NT5DC1,992,871,986,1231,788,711,174,237,115,352,988,855,914,1153,1170,307,305,354,357,207,355
GLDC,2088,4413,8204,9323,4401,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
COX14,236,194,145,203,153,158,81,112,102,105,1430,1448,1258,1190,1083,207,239,278,223,285,203
MCMDC2,1,1,6,0,2,5,1,4,0,2,5,8,2,3,8,1,4,1,1,1,2
TUBAL3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P4HTM,366,1122,903,1469,517,698,102,141,165,144,266,395,371,308,319,71,95,100,89,71,123
UCN3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTX3,1397,1739,2048,2360,1166,719,1,3,1,0,35,51,47,36,44,10,13,22,18,7,13
KLHL11,1204,1143,1327,1301,1026,1166,69,84,86,118,293,271,274,269,256,42,45,40,56,20,37
AMBN,0,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTXN1,2868,1508,2775,2266,1696,1654,0,0,0,0,0,2,0,0,1,2,5,4,3,3,1
SLC25A20,303,234,427,266,161,136,181,447,65,250,818,761,1286,2365,2515,141,140,118,160,97,132
CA8,431,497,656,471,749,564,4,5,10,5,10,13,12,22,14,152,183,172,266,98,280
CD28,0,2,3,1,6,2,423,338,199,409,1200,1292,849,775,544,2359,2746,2697,3768,1464,3293
EPM2AIP1,2833,2858,3196,2949,1556,3662,214,283,164,320,666,576,465,521,631,126,151,153,185,34,125
ERBB4,1543,853,944,521,125,520,0,1,0,0,0,0,1,0,0,1,1,1,3,0,0
MAF,2193,2359,2585,3473,2695,1088,2048,2564,1126,1892,22642,24060,26096,25685,26855,6327,5545,7521,9545,5040,7518
CTNNBIP1,2607,2335,2507,3175,3038,2437,147,176,95,162,1233,1337,1217,1053,1022,323,375,372,426,301,451
DEFB125,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSAPL1,6,0,3,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTOS,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GTPBP6,1251,837,1360,1578,759,1322,395,648,350,601,1707,1844,1190,973,949,417,305,536,486,430,534
ERN 1.00,562,536,643,668,436,1087,720,565,582,663,1542,1520,1755,1482,1760,38,47,47,59,8,29
GPR35,28,58,79,153,26,21,242,322,254,482,3949,4012,4095,4483,4560,311,293,365,426,281,368
CSRNP3,4414,4872,5534,3980,1799,466,0,1,0,0,47,52,37,18,12,3,4,2,14,5,4
ZNF713,489,680,651,713,315,136,21,18,23,11,54,44,50,62,76,16,13,22,14,2,9
PARP10,163,128,255,178,81,132,410,806,277,762,1876,1983,1594,1261,1347,247,132,377,269,278,282
DYNAP,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUZ12,3352,3721,3518,4526,3143,2220,560,650,488,692,2068,1590,1339,1142,1280,476,481,518,471,204,435
NSUN3,598,893,715,965,400,155,191,289,355,206,472,356,322,330,360,71,59,71,70,23,51
KCTD12,9384,4230,5226,3014,1845,1712,5434,7362,1318,5203,44772,40610,35783,30566,29824,10598,10714,12287,14285,5187,12078
RPP25,853,568,859,719,1226,1370,505,1032,550,945,2043,2414,2305,2529,2349,941,876,1076,1326,1061,1325
GRINA,4208,3071,3827,3946,2400,1860,2855,4291,3133,4784,11585,13750,14449,16568,15811,2136,2414,2583,2317,1785,2298
THBD,154,23,61,14,63,118,63,120,16,137,1357,1072,430,206,202,267,272,253,417,190,356
GP5,11,10,3,10,3,23,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
COX5A,3554,1815,2302,2655,3772,2817,551,1054,442,801,5994,5576,4188,3658,3565,1168,1248,1252,1174,1208,1308
STX19,2,3,3,1,5,1,1,0,0,1,0,1,0,0,2,3,1,3,0,0,3
FAM219B,2569,2602,3171,3955,1659,1647,353,472,168,418,2965,3217,2648,2420,3253,556,510,638,748,407,680
ZHX2,1546,1658,2306,2471,1582,1421,229,247,216,325,257,238,376,587,545,125,133,149,183,60,139
CPN2,5,3,2,1,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CPNE7,97,143,118,148,192,773,0,6,0,1,3,3,2,3,1,0,0,0,1,1,2
CD300LB,0,0,0,0,0,6,6,68,2,31,695,430,294,269,329,159,171,164,111,65,82
GDPD4,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,7,4,0,2,1,4
RIIAD1,1,0,8,6,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPI,924,934,988,1116,529,699,305,428,76,405,3139,3082,2307,1825,1648,559,549,546,647,492,661
TRIM73,27,78,59,99,46,27,2,15,0,2,20,32,41,38,46,11,3,7,22,8,18
OPLAH,301,398,383,812,226,858,215,317,122,349,1108,1656,1105,662,753,135,100,161,135,101,136
TMEM52,81,56,90,120,177,174,0,1,1,0,2,3,1,1,2,1,0,1,1,0,1
TMEM139,14,19,8,34,21,73,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1
RNF186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB13,42,34,35,44,25,172,19,52,13,44,37,36,13,33,30,3,3,0,2,0,4
MSC,76,222,286,217,153,46,64,58,9,12,1,1,0,0,0,1,2,0,0,0,0
APOLD1,445,307,519,573,362,191,1,6,0,0,8,9,10,11,28,2,5,4,8,3,2
EXOSC4,822,398,660,622,597,649,182,192,116,226,658,781,503,361,296,165,172,178,148,183,197
DPY19L3,5446,6743,6673,7750,3407,4049,452,518,263,372,1685,1540,1381,1110,1273,240,248,260,304,112,248
TAF7,4544,4452,5384,2851,3000,7089,996,1521,1026,1365,4718,3316,2928,3427,3547,910,1071,1072,1060,680,959
ZNF852,618,773,758,991,420,967,44,63,30,45,82,83,60,68,76,21,14,23,22,9,25
FOXE1,0,4,1,2,15,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFAS,5706,5344,8532,9166,3554,3508,154,455,62,378,929,1116,658,417,331,180,181,210,209,80,196
HYI,572,642,778,1076,542,588,68,102,29,69,314,335,332,310,417,0,1,1,2,0,1
TPRX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGALS7B,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ZNF552,409,345,547,606,397,395,45,96,19,65,377,291,274,248,249,88,80,86,111,59,127
GAK,3705,4511,5193,6757,3025,5985,1668,2508,1725,2035,8321,9480,7768,6415,6961,1326,1209,1446,1725,744,1567
ZBTB7A,1553,1891,2039,2687,2036,2419,870,985,842,1045,3462,3521,3160,2918,2651,744,563,757,895,708,787
TUFM,6659,4816,7104,6860,5139,4550,939,1996,835,1616,7027,7335,5978,4762,4972,1489,1576,1808,1677,1323,1695
RMI1,2071,1185,2035,1801,1419,535,122,188,108,175,620,460,362,333,374,148,146,175,151,55,166
CTC1,1154,1685,1928,2870,795,571,369,524,279,422,907,1043,841,884,1084,193,185,212,228,77,180
FBXO34,1387,1210,1266,1245,926,887,425,537,269,359,1168,943,980,946,1076,237,300,315,264,145,226
EIF3K,3791,2638,3585,3485,3318,3984,734,1582,493,1316,5563,5802,5309,4883,4821,1437,1610,1625,1508,1710,1685
MRFAP1L1,5088,3574,5422,4287,5028,4267,547,687,368,581,2159,1612,1551,1526,1730,570,568,618,536,482,601
SNX18,2978,2148,2637,2434,1845,2032,1376,1343,1118,839,5592,5492,5817,6542,6574,1632,1490,1637,1873,705,1619
EXD1,9,5,6,15,12,21,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0
AURKB,3233,1888,3535,3489,3330,2621,1,4,0,0,745,325,360,58,311,191,215,207,165,142,162
TAS1R2,0,0,3,0,2,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
MRFAP1,16395,9608,15477,11636,17006,17512,2384,3508,1799,3233,9524,8546,7801,7828,8205,3024,3248,3682,3459,3136,3665
KLHDC7A,4,2,19,35,73,218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TMEM107,562,380,498,509,340,250,71,127,20,98,443,439,464,505,523,76,93,94,97,79,98
RRS1,1172,843,1308,1038,1452,2862,116,304,74,339,1392,1236,747,498,438,350,261,440,435,296,423
EXOC3L1,42,15,12,22,17,55,0,4,0,5,3,10,2,5,6,2,4,0,1,6,7
TRIML2,64,91,79,140,231,1449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RCC2,16622,16657,20929,29206,16861,9888,1403,1941,1199,2015,11493,10598,9048,7015,7322,1404,1380,1497,1822,862,1283
IGSF22,12,41,33,37,22,58,1,2,1,4,1,1,0,1,3,13,3,10,27,4,24
ZFP42,3,3,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC89,55,21,21,23,17,40,0,0,0,0,0,0,0,0,0,0,1,1,4,2,2
FAM133A,146,132,112,146,81,114,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DPM3,269,274,306,349,257,203,73,202,59,121,701,968,659,621,515,186,232,221,188,251,218
CYC1,2777,1740,2671,2386,1790,2811,714,1257,590,1295,4806,5455,3688,3118,2846,839,792,919,774,581,914
PER1,1492,1452,1933,2594,2815,1235,255,229,640,275,994,1066,840,937,1027,279,227,287,281,96,203
HTR1F,3,8,5,4,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
TMTC2,1497,1884,2175,2032,992,635,0,3,1,0,120,118,63,49,40,1,0,4,1,2,1
HES7,69,27,18,12,90,183,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FARSA,2476,1609,2917,2800,2602,4345,697,1323,501,1296,3061,3272,2163,1594,1344,843,687,937,895,607,1046
SPTY2D1,2083,1762,2062,2086,2048,3743,693,883,771,940,2174,1639,1401,1380,1318,465,476,542,564,188,439
SAMD4B,6144,5530,7510,8448,4451,4354,568,828,501,829,1864,2089,1807,1626,1804,372,369,423,470,172,389
CYP11B2,0,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GIMAP7,2,1,5,0,0,4,1,0,0,1,51,32,55,43,53,10,10,17,14,14,14
ALOXE3,5,3,3,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC3,2300,1913,2926,3122,1523,1538,340,474,217,471,1160,1108,954,828,837,299,325,303,300,171,291
TCAIM,1756,1509,1884,2023,1312,438,293,616,278,497,1635,1192,990,1065,1071,443,486,533,523,215,519
FUCA1,224,174,284,284,210,318,7057,11544,10770,7081,34027,32975,36881,35971,42131,2568,2828,3148,3755,2507,3683
PXT1,11,11,6,7,7,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
GGN,35,48,30,51,53,125,0,4,0,0,5,4,5,5,3,1,2,0,3,0,0
HNRNPCL1,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,29,25,47,42,29,25
TMEM125,7,7,8,30,32,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF664,9987,8083,11648,9864,6064,2443,880,1253,498,1134,2795,2269,1933,1823,1982,739,788,899,918,303,696
SIGLECL1,0,0,0,2,0,0,0,2,0,1,1,3,2,1,0,0,0,0,0,2,0
CALR,38420,17158,28536,23603,31612,57948,5683,7952,7382,10250,39691,33437,22889,21024,14979,8573,8681,10123,9312,6928,8537
MAGED1,13368,10447,14787,14745,8155,6998,604,952,251,814,2703,3224,2237,1423,1308,633,657,711,676,402,602
LDLRAD3,2390,2163,2075,2263,1303,1079,265,286,233,276,777,815,493,577,471,138,180,182,166,57,125
CDH4,2658,4820,5463,6213,2383,1388,0,0,0,0,0,1,0,0,0,1,1,4,4,2,0
SMCO3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RAD23A,4738,3296,4022,4369,3902,6582,1313,2054,1061,2116,5217,4607,3384,2880,2714,952,983,1046,1123,699,1021
