Gene_Name,Ramadoss_Neuron,Ramadoss_Neuron,Ramadoss_Neuron,Tian_Neuron,Tian_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Rummel_Neuron
TMEM53,90,118,124,78,74,26,39,37,43,26,36,255,399,56,16,100,57
TMEM54,16,5,22,0,3,1,6,8,11,10,12,15,33,0,4,2,7
TMEM56,39,40,41,4,7,5,15,75,83,16,16,160,297,133,11,65,79
TMEM56-RWDD3,0,1,0,5,0,2,6,6,14,2,6,113,157,23,3,33,0
TMEM59,1173,1086,940,597,599,547,795,1569,2121,1630,1727,2593,4779,843,278,758,349
TMEM59L,2663,2491,2181,1088,1451,135,131,171,238,327,402,1390,2125,296,97,398,868
TMEM60,188,152,124,26,44,64,113,144,234,108,79,231,384,74,38,91,50
TMEM61,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
TMEM62,29,32,48,33,20,78,109,113,136,53,57,387,412,72,21,67,15
TMEM63A,5,1,0,1,1,105,140,183,279,77,85,112,6,0,3,2,0
TMEM63B,698,488,516,1462,1468,246,310,412,583,284,326,1666,3548,415,167,687,111
TMEM63C,136,95,113,18,24,99,95,86,140,241,258,387,501,142,23,88,73
TMEM64,126,95,109,194,171,172,310,1080,1416,262,270,1128,2163,310,103,381,43
TMEM65,717,608,674,135,151,265,378,940,1190,227,213,2590,4182,635,212,860,341
TMEM67,48,44,29,16,16,200,290,475,642,276,283,453,354,39,21,241,63
TMEM68,83,73,79,15,15,210,304,538,783,699,766,590,619,142,60,159,45
TMEM69,39,56,41,39,18,147,176,385,449,266,284,333,570,66,18,84,9
TMEM70,234,200,198,79,130,58,80,137,159,111,111,501,977,175,40,177,107
TMEM71,0,2,0,1,0,0,0,0,2,1,0,37,26,0,0,3,1
TMEM72,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
TMEM74,104,121,108,10,20,22,33,22,24,9,8,967,1561,181,87,323,14
TMEM74B,326,355,369,50,52,20,19,11,15,31,30,610,1176,228,42,284,148
TMEM79,18,9,14,2,4,29,33,46,71,37,39,27,45,11,5,4,11
TMEM80,122,100,132,43,27,83,96,75,96,27,24,130,274,44,34,38,38
TMEM81,44,38,47,9,9,16,46,56,91,72,95,80,136,19,25,17,30
TMEM82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TMEM86A,43,46,22,10,3,31,32,15,27,18,23,166,258,51,18,128,30
TMEM86B,26,30,30,2,11,5,12,14,23,4,8,73,95,11,3,16,20
TMEM87A,302,333,226,429,466,346,519,718,1064,798,824,880,2036,261,89,421,186
TMEM87B,75,96,83,9,19,199,262,340,426,304,197,241,348,79,138,126,34
TMEM88,16,10,20,1,8,15,7,15,16,6,5,49,20,12,0,3,11
TMEM88B,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM8A,209,171,186,42,45,175,174,234,389,283,343,600,769,114,38,250,80
TMEM8B,542,522,502,113,160,627,773,875,1309,1150,1483,1537,3178,444,138,561,314
TMEM9,1151,976,979,210,241,331,502,801,1177,723,854,846,1456,210,156,290,388
TMEM91,63,53,52,11,7,43,35,47,57,31,25,19,89,15,22,37,77
TMEM92,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1
TMEM94,100,98,70,23,32,529,705,1297,1950,857,1078,819,890,144,75,123,38
TMEM95,0,0,4,0,0,3,2,1,2,0,1,0,0,0,0,0,0
TMEM97,664,688,756,228,345,732,1122,1850,2323,471,484,6960,11238,1932,906,2826,383
TMEM97P1,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0
TMEM97P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM98,249,229,215,83,94,268,402,631,896,279,327,219,366,71,25,75,30
TMEM9B,811,659,621,834,856,159,289,254,349,305,283,1030,1910,307,103,315,358
TMF1,426,444,424,89,87,499,637,1301,1730,1379,1304,1734,2152,510,129,501,511
TMF1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMIE,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7
TMIGD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMIGD2,1,0,1,0,0,1,0,5,4,2,1,2,15,13,0,7,0
TMIGD3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TMLHE,15,12,5,4,2,110,152,219,299,75,85,496,333,64,28,74,2
TMOD1,5,3,8,5,2,0,0,1,1,0,1,731,811,89,77,105,56
TMOD2,3471,3059,3101,451,492,1323,1687,1168,1540,385,451,15698,27548,3969,1849,5262,1482
TMOD3,278,264,230,41,63,507,762,1357,1738,1014,1020,1997,3457,487,225,729,262
TMOD4,3,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
TMPO,231,241,247,127,164,1620,2645,3708,4738,1262,1298,1527,2731,485,135,559,153
TMPOP1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TMPOP2,0,2,0,4,3,2,3,7,6,1,1,0,2,0,0,0,0
TMPPE,0,0,5,6,0,43,62,75,117,130,155,251,339,12,15,59,0
TMPRSS11A,12,6,3,0,0,1,0,0,0,0,0,2,4,0,0,0,29
TMPRSS11B,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
TMPRSS11BNL,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,0
TMPRSS11CP,3,1,6,0,0,0,0,0,0,0,0,1,3,0,0,0,3
TMPRSS11D,4,0,0,0,0,0,0,0,1,0,0,15,0,28,2,0,5
TMPRSS11E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMPRSS11F,1,12,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1
TMPRSS11GP,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4
TMPRSS12,1,0,1,0,0,0,0,0,0,0,1,4,13,0,0,4,0
TMPRSS13,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0
TMPRSS15,1,1,0,0,0,4,18,23,36,2,3,25,3,3,0,1,2
TMPRSS2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TMPRSS3,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
TMPRSS4,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
TMPRSS5,0,3,0,0,0,12,15,12,10,9,11,2,5,0,0,0,1
TMPRSS6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0
TMPRSS7,0,2,0,0,0,1,0,0,6,3,0,6,0,0,0,0,3
TMPRSS9,0,0,1,0,3,1,0,0,2,2,0,3,11,0,0,1,0
TMSB10,17961,19408,17514,3641,4379,4018,5314,5577,7698,5497,6163,21790,42575,5983,2404,7461,1912
TMSB10P1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
TMSB10P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMSB15A,1099,1082,974,354,413,504,741,1190,1662,308,428,1305,2300,305,154,402,386
TMSB15B,5,8,3,0,0,29,21,18,20,5,12,368,654,124,25,185,2
TMSB4X,16196,15477,14501,767,927,3733,5294,11951,17147,5697,6214,13383,26031,4462,1697,4885,2093
TMSB4XP1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
TMSB4XP2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
TMSB4XP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMSB4XP4,95,105,86,9,19,9,15,10,14,11,16,18,17,6,0,7,716
TMSB4XP6,0,0,0,0,0,1,1,5,1,1,0,7,0,0,0,0,0
TMSB4XP8,2,3,2,0,0,29,12,34,41,14,18,0,0,0,1,0,1
TMSB4Y,12,16,27,9,25,0,0,24,32,24,21,87,230,28,13,53,24
TMTC1,348,281,293,367,444,130,227,574,829,292,251,1212,2304,295,105,295,26
TMTC2,207,200,133,67,101,293,432,1317,1745,533,580,787,1307,181,92,330,86
TMTC3,255,211,196,24,40,277,448,764,995,579,639,1103,1140,226,228,226,244
TMTC4,828,868,773,565,576,602,874,1318,1728,392,465,1682,3360,504,198,680,281
TMUB1,42,56,27,30,38,47,35,28,34,26,17,216,295,26,15,68,30
TMUB2,240,244,247,117,196,125,170,224,277,181,213,628,933,190,62,226,103
TMX1,193,155,138,81,72,436,641,1172,1444,496,504,847,1668,344,99,345,66
TMX2,549,481,470,76,99,351,482,522,750,421,356,1098,1900,213,131,375,281
TMX2P1,15,2,4,0,0,0,0,3,1,0,1,311,481,51,12,85,0
TMX3,125,142,123,106,97,611,857,908,1175,437,510,1221,1386,187,199,389,120
TMX4,2208,2211,2022,721,945,482,650,725,975,577,538,6425,11904,1688,1051,2416,1805
TNC,16,6,0,0,0,2,6,90,97,26,14,364,456,47,108,121,4
TNF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFAIP1,218,193,161,106,150,358,483,646,1042,353,353,1656,2871,481,149,447,214
TNFAIP2,13,13,15,4,3,15,25,10,19,9,7,29,176,25,0,27,10
TNFAIP3,11,2,4,6,8,6,7,26,40,22,44,67,54,13,9,17,13
TNFAIP6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFAIP8,7,1,6,4,3,29,44,55,67,37,28,122,52,19,2,5,2
TNFAIP8L1,50,43,37,24,22,86,127,132,203,92,62,147,228,23,19,58,107
TNFAIP8L2,0,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,0
TNFAIP8L3,14,8,15,0,1,2,7,5,5,7,7,108,126,15,5,21,2
TNFRSF10A,0,0,0,2,1,0,0,0,1,0,0,7,15,0,3,10,0
TNFRSF10B,30,32,25,55,69,1436,1896,3003,4214,3759,4332,1066,1691,207,55,283,28
TNFRSF10C,0,0,1,0,0,1,2,1,4,4,8,2,31,0,0,6,0
TNFRSF10D,0,4,1,2,2,2,0,4,6,11,9,294,245,31,12,53,1
TNFRSF11A,0,1,0,1,0,0,0,1,1,0,4,39,2,2,0,1,0
TNFRSF11B,0,0,0,0,0,0,0,8,12,1,1,3,7,0,0,0,0
TNFRSF12A,6,7,5,0,6,8,16,79,91,31,14,76,119,6,0,13,3
TNFRSF13B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF13C,3,1,3,0,0,17,28,40,39,7,15,36,21,0,0,7,4
TNFRSF14,0,0,0,1,0,4,1,3,9,2,3,11,0,0,0,0,0
TNFRSF17,1,1,1,5,4,0,0,0,0,0,0,0,3,0,0,0,0
TNFRSF18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF19,30,39,27,11,3,88,114,231,336,293,245,201,170,52,16,42,15
TNFRSF1A,21,29,34,34,35,9,18,270,339,151,141,461,973,212,81,181,59
TNFRSF1B,0,0,0,5,4,25,37,7,14,12,5,1,14,0,4,1,2
TNFRSF21,462,417,384,185,186,158,264,619,881,449,419,1835,2969,445,138,500,195
TNFRSF25,8,8,6,2,1,71,91,69,74,18,24,191,300,82,32,78,0
TNFRSF4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
TNFRSF6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF8,0,0,2,0,2,0,0,0,0,1,0,5,0,0,0,0,1
TNFRSF9,19,8,22,0,0,0,3,1,2,0,0,58,193,13,14,75,1
TNFSF10,0,0,0,0,0,0,1,0,2,0,0,10,0,0,0,7,0
TNFSF11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF12,2,3,3,18,17,1,1,0,1,1,0,4,1,0,0,4,4
TNFSF12-TNFSF13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF13,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,23,1
TNFSF13B,5,3,4,0,1,5,1,6,3,2,3,8,0,0,0,0,3
TNFSF14,2,0,0,0,0,0,0,0,0,0,0,50,53,9,5,12,0
TNFSF15,0,0,0,0,0,0,0,0,3,0,0,0,9,0,1,15,0
TNFSF18,6,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0
TNFSF4,4,0,1,0,0,6,12,11,24,3,3,44,63,15,5,27,0
TNFSF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF9,30,41,35,2,0,8,13,23,32,609,629,75,100,23,13,28,65
TNIK,1373,1415,1193,337,379,877,1188,1364,1938,750,699,5287,8180,893,326,1822,1057
TNIP1,61,67,67,28,35,111,164,222,383,214,226,290,532,43,34,82,28
TNIP2,82,74,69,11,5,61,86,103,129,104,116,212,376,99,25,61,56
TNIP3,6,10,10,4,1,0,3,0,3,1,0,7,17,1,0,6,2
TNK1,8,3,2,0,0,1,1,1,2,0,3,125,206,7,2,47,1
TNK2,441,419,345,43,63,196,203,129,220,138,109,547,817,102,17,106,265
TNKS,1337,1334,1143,308,347,1708,2590,4220,6008,2993,3007,9377,11278,2131,618,1772,836
TNKS1BP1,172,205,176,25,45,1109,1268,1138,1574,697,576,1407,1843,359,96,485,97
TNKS2,256,307,255,95,101,1062,1562,2677,3724,2409,2737,3478,5241,893,382,1162,110
TNMD,3,0,1,0,0,1,1,2,3,1,0,0,0,0,0,0,5
TNN,8,5,7,0,0,10,16,6,6,2,0,7,22,0,0,0,1
TNNC1,3,0,0,0,0,2,2,4,8,4,0,2,0,0,0,0,0
TNNC2,4,5,7,0,2,2,0,3,1,5,1,0,0,0,0,0,2
TNNI1,29,17,12,2,0,10,5,16,24,33,29,28,21,0,0,0,14
TNNI2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TNNI3,3,1,3,1,0,0,0,4,3,7,7,12,17,7,2,2,76
TNNI3K,0,0,0,1,0,0,1,2,3,2,1,6,12,5,1,0,2
TNNT1,113,106,112,41,38,0,2,4,2,4,1,25,33,11,0,0,66
TNNT2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
TNNT3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNPO1,3830,3349,3250,1616,1918,3121,4874,7642,10308,5577,6399,9311,16736,2915,1181,3125,1627
TNPO1P1,0,0,0,0,0,14,9,3,10,3,5,28,26,0,0,6,0
TNPO1P2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNPO1P3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
TNPO2,1872,1724,1527,311,377,825,1020,1595,2532,2289,2094,2865,3868,874,314,869,1259
TNPO3,860,787,698,299,375,766,1114,1719,2416,1130,1188,2647,4867,790,297,909,729
TNR,376,351,394,64,102,56,40,121,161,68,80,1226,1837,239,116,312,615
TNRC18,226,183,154,69,85,448,521,698,1006,751,662,1003,2322,257,72,395,192
TNRC18P1,8,1,2,0,1,9,7,8,2,14,7,55,39,12,6,8,9
TNRC18P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TNRC18P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNRC6A,1077,1027,981,402,574,1326,1730,2066,3013,2225,2409,2547,2996,274,355,1041,1261
TNRC6B,2451,2279,2131,439,565,2642,3932,5683,7585,2407,2547,5707,6904,809,401,1397,1797
TNRC6C,1359,1419,1236,587,870,984,1227,1300,1936,693,719,3065,5271,546,280,799,1126
TNS1,10,18,15,1,0,199,230,928,1519,353,250,351,448,52,27,64,61
TNS2,4,5,3,0,0,20,28,11,16,24,19,58,69,29,4,9,1
TNS3,10,4,3,0,2,213,292,263,439,109,104,182,235,17,18,63,0
TNS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
TNXA,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNXB,0,1,0,0,0,33,34,31,36,56,41,0,256,0,2,8,0
TOB1,114,77,77,12,15,266,410,799,1065,1392,1606,284,435,55,10,88,25
TOB2,288,222,264,84,138,321,525,639,937,191,142,662,1066,160,52,182,86
TOB2P1,4,3,1,2,0,0,0,7,8,2,0,0,4,0,0,0,0
TOE1,25,34,8,17,10,71,106,99,141,89,109,143,177,23,20,25,4
TOLLIP,641,567,530,171,233,160,202,169,252,159,164,684,1366,188,115,164,284
TOM1,150,155,113,47,33,70,94,161,221,161,158,451,697,101,51,84,53
TOM1L1,15,19,10,7,1,147,212,100,156,89,109,221,281,45,3,23,14
TOM1L2,759,704,646,159,224,243,321,300,460,246,259,1311,2560,397,86,323,249
TOMM20,1225,1446,1180,260,257,2127,3284,5594,7845,8975,9446,5644,9831,1525,670,2012,608
TOMM20L,12,5,6,0,0,0,0,1,0,2,0,0,2,0,0,0,9
TOMM20P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMM20P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMM20P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMM20P4,0,0,0,0,0,6,0,2,1,1,0,0,1,0,0,0,1
TOMM22,580,634,587,428,490,318,455,798,1112,638,800,704,1359,235,54,236,244
TOMM22P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMM22P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMM22P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMM22P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMM22P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMM22P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMM34,113,100,102,78,76,124,173,358,521,300,384,176,391,44,7,66,58
TOMM40,234,211,182,53,100,169,236,293,433,313,329,562,1120,143,45,209,136
TOMM40L,11,10,4,55,74,117,150,192,316,162,163,741,1159,173,92,259,6
TOMM5,37,32,27,17,26,48,31,42,32,30,40,558,1161,158,61,244,37
TOMM6,0,0,0,0,0,0,0,0,0,0,0,510,1048,103,57,142,0
TOMM7,2801,2873,2877,654,842,314,397,676,945,1116,1160,1206,1723,353,146,245,1150
TOMM70,1108,1030,982,264,329,735,1156,2064,2818,2261,2309,3201,5708,982,397,1115,499
TONSL,7,9,7,0,2,73,78,76,136,19,22,140,271,9,3,37,3
TOP1MT,54,26,38,9,7,117,121,171,212,172,175,221,264,87,8,79,23
TOP1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOP2A,8,14,25,54,56,3328,5185,8982,12960,2650,1997,29,51,15,1,11,9
TOP2B,3003,3108,2964,1432,1637,3935,5358,7283,10206,2419,2543,11284,16078,2943,1253,3845,925
TOP3A,132,141,127,21,59,272,435,587,693,209,246,938,1951,224,183,215,100
TOP3B,0,0,0,0,0,139,123,149,194,59,75,442,469,79,28,55,0
TOP3BP1,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TOPAZ1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TOPBP1,329,315,313,67,87,538,753,1019,1404,528,651,1144,2102,206,121,326,233
TOPORS,300,395,351,57,116,310,482,723,936,785,833,795,1545,268,126,307,489
TOR1A,198,198,178,39,42,154,184,290,373,159,214,672,1240,214,92,176,111
TOR1AIP1,67,59,52,34,23,149,232,402,548,295,290,706,816,186,82,239,44
TOR1AIP2,703,626,583,125,214,891,1245,2091,2996,1390,1513,3846,5672,916,353,863,389
TOR1B,284,208,194,30,59,115,139,156,243,110,98,792,1163,157,53,226,80
TOR2A,11,21,23,27,22,43,64,83,110,60,77,303,350,37,21,49,6
TOR3A,31,22,29,20,22,65,114,188,273,186,178,255,386,32,20,49,30
TOR4A,17,4,11,9,10,1,5,3,8,2,1,21,58,3,3,3,9
TOX,36,14,10,18,24,485,856,1375,1974,897,952,78,141,15,13,25,36
TOX2,252,282,228,16,18,62,74,48,47,6,1,146,117,38,0,20,736
TOX3,228,244,219,65,95,723,1012,1537,2073,997,981,661,1257,147,53,140,108
TOX4,403,446,401,109,145,598,902,1466,2087,1327,1330,2010,2928,452,226,752,266
TOX4P1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TP53,43,51,39,4,4,961,1555,3207,4390,2231,2556,186,364,25,16,135,11
TP53AIP1,8,2,3,0,2,6,1,0,3,1,3,0,19,0,0,6,0
TP53BP1,970,938,835,483,681,2235,2833,4312,6232,1866,2030,9625,15789,2340,1078,2941,900
TP53BP2,89,110,121,42,30,369,616,1127,1659,1775,1592,544,992,104,50,261,95
TP53I11,446,612,479,275,409,665,794,662,931,612,625,2397,2938,408,151,617,44
TP53I13,55,34,34,34,38,56,64,71,104,52,64,19,54,21,2,8,10
TP53I3,49,63,70,5,4,150,176,145,180,65,75,209,503,40,27,53,12
TP53INP1,102,122,122,70,115,1264,1826,2293,3077,775,744,1869,2764,403,140,539,43
TP53INP2,180,138,121,67,95,307,408,376,554,322,332,1418,1336,204,87,251,162
TP53RK,123,98,105,70,69,284,432,543,852,352,404,634,1014,150,59,176,52
TP53TG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG3GP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG3HP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG5,0,0,0,0,0,1,1,2,1,0,1,19,47,2,3,5,0
TP63,0,0,0,0,0,0,0,0,0,0,0,1,30,0,6,0,0
TP73,3,8,6,0,2,5,11,24,16,1,2,4,17,0,0,0,3
TP73-AS1,116,110,77,51,53,232,296,331,477,197,218,422,978,120,72,124,49
TPBG,17,18,16,2,2,15,29,118,134,30,46,53,97,17,4,0,1
TPBGL,43,34,46,10,4,2,1,1,2,3,6,23,53,6,0,2,29
TPCN1,14,15,12,7,8,86,86,118,182,102,117,92,128,3,6,53,7
TPCN2,58,44,47,2,8,146,173,94,149,63,69,104,149,8,4,24,47
TPD52,407,325,316,171,204,235,348,443,613,420,357,2124,3331,500,171,723,504
TPD52L1,6,11,4,1,0,2,3,11,17,43,43,44,77,12,1,16,21
TPD52L2,594,570,568,284,340,461,511,473,740,693,768,1163,2001,304,131,365,304
TPD52L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPGS1,17,17,19,10,10,21,25,8,14,6,7,189,522,73,40,73,9
TPGS2,1612,1529,1474,275,317,873,1244,1803,2569,1494,1570,3061,4932,666,300,946,627
TPH1,6,4,13,1,4,8,12,8,10,4,3,51,70,29,4,14,8
TPH2,0,3,0,4,0,1,1,6,6,0,4,107,138,14,7,22,0
TPI1,1515,1678,1657,257,421,1091,1662,3864,5437,2970,2458,3143,6530,915,385,1050,407
TPI1P1,2,3,1,0,0,6,1,8,6,4,4,0,1,0,0,0,2
TPI1P2,0,14,7,0,0,6,6,23,16,7,4,3,39,4,0,4,2
TPI1P3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPI1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPK1,14,23,24,9,2,6,5,33,28,12,13,116,152,9,4,31,11
TPM1,354,354,346,152,218,652,887,742,1079,938,938,3563,5677,667,394,1150,590
TPM2,32,26,13,10,9,39,55,51,55,58,45,327,463,72,32,117,18
TPM3,1322,1341,1316,526,572,910,1356,2559,3277,1223,1461,3747,7027,1036,447,1484,879
TPM3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPM3P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPM3P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPM3P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPM3P6,0,0,0,0,0,8,8,2,8,0,3,17,0,0,0,0,2
TPM3P7,2,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,4
TPM3P8,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
TPM3P9,24,12,10,4,7,50,38,56,71,25,33,171,331,32,8,54,21
TPM4,1377,1123,1171,120,161,1659,2670,4769,6819,3028,3020,4519,6269,1040,385,1372,901
TPM4P1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
TPMT,78,60,72,12,24,92,145,179,237,62,60,183,260,53,19,81,39
TPMTP1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TPMTP2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
TPMTP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPMTP4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TPO,0,2,1,1,0,13,12,2,8,1,3,0,1,0,0,0,0
TPP1,63,58,52,13,11,375,504,727,1118,1139,1280,143,112,34,15,65,35
TPP2,209,220,207,44,38,692,966,1154,1646,514,572,1247,2253,247,120,539,200
TPPP,513,504,516,133,208,467,561,698,1073,1918,1873,1524,2521,270,117,362,425
TPPP2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
TPPP3,99,90,77,12,10,132,118,157,219,29,31,221,378,67,17,42,150
TPR,1496,1547,1416,263,360,2134,2896,5500,7503,2913,3024,7299,10047,1079,669,2579,2109
TPRA1,88,78,51,15,25,61,68,146,190,144,158,132,321,41,12,56,30
TPRG1,0,0,0,4,0,2,10,47,62,7,5,3,29,0,0,2,1
TPRG1L,461,383,454,111,165,120,158,275,360,351,366,914,1065,163,73,201,185
TPRKB,400,362,348,108,94,228,342,253,371,192,157,334,486,91,42,110,153
TPRKBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPRKBP2,3,0,3,0,0,3,3,2,4,1,2,12,5,0,0,0,2
TPRN,120,146,107,41,51,37,38,60,55,17,9,200,409,41,15,71,37
TPRX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPRX1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPRX2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPRXL,0,0,2,0,0,0,0,0,0,0,0,52,24,0,3,10,0
TPSAB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TPSB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TPSD1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TPSG1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0
TPSP2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TPST1,253,255,208,75,87,272,404,809,1009,1044,1250,1240,2599,486,145,438,113
TPST2,69,82,77,23,19,64,94,140,204,196,171,121,542,56,41,104,27
TPST2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPT1,7857,8249,7570,1998,1881,5794,8884,16954,23293,20465,21399,9022,15932,2187,1018,3121,3311
TPT1P1,3,0,0,0,0,3,1,2,1,0,0,9,0,0,0,0,0
TPT1P10,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,0
TPT1P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPT1P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
