Gene_Name,Processed_Ramadoss_iPSC_1,Processed_Ramadoss_iPSC_2,Processed_Ramadoss_iPSC_3,Processed_Lisowski_iPSC1,Processed_Lisowski_iPSC2,Processed_Lisowski_iPSC3,Processed_Susco_iPSC_1,Processed_Susco_iPSC_2,Processed_Susco_iPSC_3,Processed_Susco_iPSC_4,Processed_Susco_iPSC_5
RNA5-8SP5,0,0,0,0,0,0,0,0,0,0,0
RNA5-8SP6,0,0,0,0,0,0,17257,4576,2995,6026,6402
RNA5-8SP7,0,0,0,0,0,0,0,0,0,0,0
RNA5SP101,0,0,0,0,0,0,0,0,0,0,0
RNA5SP102,0,0,0,0,0,0,0,0,0,0,0
RNA5SP103,0,0,0,0,0,0,0,0,0,0,0
RNA5SP104,0,0,0,5,1,6,0,0,0,0,0
RNA5SP105,0,0,0,0,0,0,0,0,0,0,0
RNA5SP106,0,0,0,0,2,0,0,0,0,0,0
RNA5SP107,0,0,0,0,0,0,0,0,0,0,0
RNA5SP108,0,0,0,8,10,5,0,0,0,2,0
RNA5SP109,0,0,0,0,0,0,0,0,0,0,0
RNA5SP110,0,0,0,0,0,0,0,0,0,0,0
RNA5SP111,0,0,0,0,0,0,0,0,0,0,0
RNA5SP112,0,1,0,0,0,0,0,0,0,0,0
RNA5SP113,0,0,0,0,2,1,0,0,0,0,0
RNA5SP114,0,0,0,0,1,0,0,0,0,0,0
RNA5SP115,0,1,0,0,1,0,0,0,0,0,0
RNA5SP116,0,0,0,0,0,0,0,0,0,0,0
RNA5SP117,0,0,0,0,1,1,0,0,0,0,0
RNA5SP118,0,0,0,0,0,0,0,0,0,0,0
RNA5SP119,0,0,0,0,0,0,0,0,0,0,0
RNA5SP120,0,4,5,0,0,0,0,0,0,0,0
RNA5SP121,0,0,0,0,0,0,0,0,0,0,0
RNA5SP122,0,0,0,0,0,0,0,0,0,0,0
RNA5SP123,9,11,4,0,0,0,0,0,1,0,0
RNA5SP124,0,0,0,0,0,0,0,0,0,0,0
RNA5SP125,0,0,0,0,0,0,0,0,0,0,0
RNA5SP126,0,0,0,0,0,0,0,0,0,0,0
RNA5SP127,0,0,0,0,0,0,0,0,0,0,0
RNA5SP128,0,0,0,0,0,0,0,0,0,0,0
RNA5SP129,0,0,0,4,5,8,0,0,9,0,0
RNA5SP130,0,0,2,0,0,0,0,0,0,0,0
RNA5SP131,0,0,0,0,0,0,0,0,0,0,0
RNA5SP132,0,0,0,0,0,0,0,0,0,0,0
RNA5SP133,0,0,0,0,0,0,0,0,0,0,0
RNA5SP134,0,0,0,0,0,0,0,0,0,0,0
RNA5SP135,0,0,0,0,0,0,0,0,0,0,0
RNA5SP137,0,0,0,0,0,0,0,0,0,0,0
RNA5SP138,0,0,0,0,0,0,0,0,0,0,0
RNA5SP139,0,0,0,0,0,0,0,0,0,0,0
RNA5SP140,0,0,0,0,0,0,0,0,0,0,0
RNA5SP141,82,54,44,0,0,0,0,0,0,0,0
RNA5SP142,0,0,0,0,0,0,0,0,0,0,0
RNA5SP143,0,0,0,0,0,0,0,0,0,0,0
RNA5SP144,0,0,0,0,0,0,0,0,0,0,0
RNA5SP145,0,1,4,1,1,0,0,0,0,0,0
RNA5SP146,2,0,0,3,0,1,0,0,0,0,0
RNA5SP147,0,0,0,0,0,0,0,0,0,0,0
RNA5SP148,0,0,0,0,0,0,0,0,0,0,0
RNA5SP149,4,0,0,0,0,0,18,2,2,1,1
RNA5SP151,0,0,0,0,4,0,0,0,0,0,0
RNA5SP152,0,0,0,0,0,0,0,0,0,0,0
RNA5SP153,0,0,0,0,0,0,0,0,0,0,0
RNA5SP154,0,0,0,0,0,0,0,0,0,0,0
RNA5SP155,0,0,0,34,10,11,0,0,0,1,0
RNA5SP156,0,0,0,1,0,0,0,0,0,0,0
RNA5SP157,0,0,0,0,0,0,0,0,0,0,0
RNA5SP158,0,0,0,0,0,0,0,0,0,0,0
RNA5SP159,0,0,0,0,0,0,0,0,0,0,0
RNA5SP160,0,0,0,0,0,0,0,0,0,1,0
RNA5SP161,0,0,1,5,7,7,0,0,0,0,0
RNA5SP162,0,0,0,0,0,0,0,0,0,0,0
RNA5SP163,0,0,0,0,0,0,0,0,0,0,0
RNA5SP164,0,0,0,0,0,0,0,0,0,0,0
RNA5SP165,0,0,0,0,0,0,0,0,0,0,0
RNA5SP166,40,43,18,1,1,2,0,0,0,0,0
RNA5SP167,0,0,0,0,0,0,0,0,0,0,0
RNA5SP168,0,0,0,7,12,8,0,0,0,0,0
RNA5SP169,0,0,0,0,0,0,0,0,0,0,0
RNA5SP170,0,0,0,0,0,0,0,0,0,0,0
RNA5SP171,0,0,0,0,0,0,0,0,0,0,0
RNA5SP173,0,0,0,0,0,0,0,0,0,0,0
RNA5SP174,0,0,0,1,0,0,0,0,0,0,0
RNA5SP175,0,0,0,0,0,0,0,0,0,0,0
RNA5SP176,1,0,0,0,0,0,0,0,0,0,0
RNA5SP177,4,4,3,1,0,0,0,0,0,0,0
RNA5SP178,0,0,0,0,0,0,0,0,0,0,0
RNA5SP179,0,0,0,0,0,0,0,0,0,0,0
RNA5SP18,0,0,0,1,0,0,0,0,0,0,0
RNA5SP180,0,0,0,0,0,2,0,0,0,0,0
RNA5SP181,0,0,0,0,0,0,0,0,0,0,0
RNA5SP182,0,0,0,0,0,0,0,0,0,0,0
RNA5SP183,0,0,0,0,0,0,0,0,0,0,0
RNA5SP184,0,0,0,0,0,0,0,0,0,0,0
RNA5SP185,0,0,0,0,0,0,0,0,0,0,0
RNA5SP186,0,0,0,0,0,0,0,0,0,0,0
RNA5SP187,0,0,0,0,0,0,0,0,0,2,0
RNA5SP188,0,0,0,0,0,0,0,0,0,0,0
RNA5SP189,0,0,0,0,0,0,0,0,0,0,0
RNA5SP19,0,0,0,0,0,0,0,0,0,0,0
RNA5SP190,2,0,0,0,0,0,0,0,0,0,0
RNA5SP191,0,0,1,0,1,0,0,0,0,0,0
RNA5SP192,0,0,0,0,0,0,0,0,0,0,0
RNA5SP193,0,0,0,0,0,0,0,0,0,0,0
RNA5SP195,2,1,0,43,31,46,16,0,0,2,0
RNA5SP197,0,0,0,0,0,0,2,0,0,0,0
RNA5SP198,0,0,0,0,0,0,0,0,0,0,0
RNA5SP199,0,0,0,0,0,0,2,0,10,1,0
RNA5SP20,0,0,0,0,0,0,0,0,0,1,0
RNA5SP200,0,0,0,0,0,1,0,0,0,0,0
RNA5SP201,0,0,0,0,2,0,0,0,0,0,0
RNA5SP202,14,4,16,0,0,0,612,158,284,103,390
RNA5SP203,0,0,0,0,0,1,0,0,0,7,0
RNA5SP204,0,0,0,0,0,0,0,0,0,0,0
RNA5SP205,0,0,0,0,0,0,0,0,0,0,0
RNA5SP206,0,0,0,0,1,0,0,0,0,0,0
RNA5SP207,0,0,0,0,0,0,0,0,0,0,0
RNA5SP208,0,0,0,0,0,0,0,0,0,0,0
RNA5SP209,0,0,0,0,0,0,0,0,0,0,0
RNA5SP21,0,0,0,0,0,0,0,0,0,0,0
RNA5SP210,0,0,0,0,0,0,0,0,0,0,0
RNA5SP211,0,0,0,0,1,0,0,0,0,0,0
RNA5SP212,0,0,0,0,0,0,0,0,0,0,0
RNA5SP213,0,0,0,2,0,3,0,0,0,0,0
RNA5SP214,0,0,0,0,0,0,0,0,0,0,0
RNA5SP215,0,0,0,0,0,0,0,0,0,0,0
RNA5SP216,0,0,0,0,0,0,0,0,0,0,0
RNA5SP217,3,1,1,13,14,16,0,0,0,0,0
RNA5SP218,1,0,0,0,0,0,0,0,0,0,0
RNA5SP219,0,0,0,0,0,0,0,0,0,0,0
RNA5SP22,0,0,0,0,0,0,0,0,0,0,0
RNA5SP220,0,0,0,0,0,0,0,0,0,0,0
RNA5SP221,2,4,1,0,1,3,0,0,0,0,0
RNA5SP222,0,0,0,0,0,0,0,0,0,0,0
RNA5SP223,0,0,0,0,0,0,0,0,0,0,0
RNA5SP224,0,0,0,0,0,0,0,0,0,0,0
RNA5SP225,0,0,0,0,0,0,0,0,0,0,0
RNA5SP226,5,0,2,0,0,0,6,0,0,0,0
RNA5SP227,0,0,0,0,0,0,0,0,0,0,0
RNA5SP228,0,0,0,0,0,0,0,0,0,0,0
RNA5SP229,0,0,0,0,0,0,0,0,0,0,0
RNA5SP23,0,0,0,0,0,0,0,0,0,0,0
RNA5SP230,0,0,0,0,0,0,0,0,0,0,0
RNA5SP231,0,0,0,0,0,0,0,0,0,0,0
RNA5SP232,0,0,0,0,3,0,0,0,0,0,0
RNA5SP233,0,0,0,0,0,0,0,0,0,0,0
RNA5SP234,0,0,0,0,0,0,0,0,0,0,0
RNA5SP235,0,0,0,0,0,0,0,0,0,0,0
RNA5SP236,0,0,0,0,0,0,0,0,0,0,0
RNA5SP237,0,0,0,2,8,3,0,0,0,0,0
RNA5SP238,0,0,2,0,0,0,0,0,0,0,0
RNA5SP239,0,0,0,0,0,0,0,0,0,0,0
RNA5SP24,0,0,0,0,0,0,0,0,0,0,0
RNA5SP240,0,0,0,0,0,0,0,0,0,0,0
RNA5SP241,0,0,0,0,0,0,0,0,0,0,0
RNA5SP242,0,0,0,0,0,0,0,0,0,0,0
RNA5SP243,0,0,0,0,0,0,0,0,0,0,0
RNA5SP244,0,0,0,0,0,0,0,0,0,0,0
RNA5SP245,0,0,0,0,0,0,0,0,0,0,0
RNA5SP246,0,0,0,0,0,0,0,0,0,0,0
RNA5SP247,0,1,2,0,0,0,0,0,0,0,0
RNA5SP248,0,0,0,2,2,2,0,0,0,0,0
RNA5SP249,0,0,0,0,1,0,0,0,0,0,0
RNA5SP25,0,0,0,0,1,1,0,0,0,0,0
RNA5SP251,0,0,0,0,0,0,0,0,0,0,0
RNA5SP252,2,2,2,0,0,0,0,0,0,0,0
RNA5SP255,1,0,2,1,1,3,0,0,0,0,0
RNA5SP256,0,0,0,0,0,0,0,0,0,0,0
RNA5SP257,0,0,0,0,0,0,0,0,0,0,0
RNA5SP258,0,0,0,0,0,0,0,0,0,0,0
RNA5SP259,0,0,0,6,8,10,0,0,0,0,0
RNA5SP26,0,0,0,0,1,2,0,0,0,0,0
RNA5SP260,0,0,0,0,0,0,0,0,0,0,0
RNA5SP261,0,0,0,0,0,0,0,0,0,0,0
RNA5SP262,0,0,0,0,0,0,0,0,0,0,0
RNA5SP263,0,0,0,2,1,0,0,0,0,0,0
RNA5SP264,0,0,0,0,0,0,0,0,0,0,0
RNA5SP265,0,0,0,0,0,0,0,0,0,0,0
RNA5SP266,0,0,0,0,0,0,0,0,0,0,0
RNA5SP267,0,0,0,0,0,0,0,0,0,0,0
RNA5SP268,0,0,0,16,9,19,0,0,0,0,0
RNA5SP269,0,0,0,0,0,0,0,0,0,0,0
RNA5SP27,0,0,0,0,0,0,0,0,0,0,0
RNA5SP270,0,0,0,0,0,0,0,0,0,0,0
RNA5SP271,0,0,0,0,0,0,0,0,0,0,0
RNA5SP272,0,0,0,0,0,0,0,0,0,0,0
RNA5SP273,0,0,0,0,0,0,0,0,0,0,0
RNA5SP274,0,0,0,0,0,0,0,0,0,0,0
RNA5SP275,0,0,0,0,0,0,0,0,0,0,0
RNA5SP276,0,0,0,0,0,0,0,0,0,0,0
RNA5SP277,0,0,0,0,0,0,0,0,0,0,0
RNA5SP278,0,0,0,0,0,0,0,0,0,0,0
RNA5SP279,0,0,0,0,0,0,0,0,0,0,0
RNA5SP28,0,0,0,0,1,0,0,0,0,0,0
RNA5SP280,0,0,0,0,0,1,0,0,0,0,0
RNA5SP281,0,0,0,0,0,0,0,0,0,0,0
RNA5SP282,0,0,0,0,0,0,0,0,0,0,0
RNA5SP283,0,0,0,1,0,0,0,0,0,0,0
RNA5SP284,0,0,0,0,0,0,0,0,0,0,0
RNA5SP285,0,0,0,0,0,0,0,0,0,0,0
RNA5SP286,0,0,0,1,0,2,0,0,0,0,0
RNA5SP287,0,0,0,0,0,0,0,0,0,0,0
RNA5SP288,0,0,0,2,1,0,0,0,0,0,0
RNA5SP289,0,0,0,7,3,10,0,0,0,0,0
RNA5SP29,0,2,0,0,0,0,0,0,0,0,0
RNA5SP290,0,0,0,0,0,0,0,0,0,0,0
RNA5SP291,0,0,0,0,0,0,0,0,0,0,0
RNA5SP292,0,0,0,0,0,0,0,0,0,0,0
RNA5SP293,0,0,0,0,0,0,0,0,0,0,0
RNA5SP294,0,0,0,6,11,13,0,0,0,0,0
RNA5SP295,0,0,0,0,0,0,0,0,0,0,0
RNA5SP296,0,0,0,0,0,0,0,0,0,0,0
RNA5SP297,0,0,0,2,0,0,0,0,0,0,0
RNA5SP298,0,0,0,2,4,7,0,0,0,0,0
RNA5SP299,7,9,5,0,0,0,0,0,0,0,0
RNA5SP30,0,0,0,0,0,0,0,0,0,0,0
RNA5SP300,0,0,0,0,0,0,0,0,0,0,0
RNA5SP301,0,0,0,0,0,0,0,0,0,0,0
RNA5SP302,0,0,0,0,0,0,0,0,0,0,0
RNA5SP303,0,0,0,0,0,0,0,0,0,0,0
RNA5SP304,169,110,75,0,0,0,1,0,0,14,13
RNA5SP305,0,0,0,0,0,0,0,0,0,0,14
RNA5SP306,0,0,0,0,0,0,0,0,0,0,0
RNA5SP307,0,0,0,0,0,0,0,0,0,0,0
RNA5SP308,0,0,0,0,0,0,0,0,0,0,0
RNA5SP309,0,0,0,0,0,0,0,0,0,0,0
RNA5SP31,0,0,0,0,0,0,0,0,0,0,0
RNA5SP310,0,0,0,0,0,0,0,0,0,0,0
RNA5SP312,0,0,0,0,0,0,0,1,0,0,0
RNA5SP317,0,0,0,0,0,0,0,0,0,0,0
RNA5SP318,3,0,0,6,3,6,0,0,0,0,0
RNA5SP319,0,0,0,0,0,0,0,0,0,0,0
RNA5SP320,0,0,0,0,0,0,0,0,0,0,0
RNA5SP321,0,0,0,0,0,0,0,0,0,0,0
RNA5SP322,0,0,0,0,0,0,0,0,0,0,0
RNA5SP323,0,0,0,0,0,1,0,0,0,0,0
RNA5SP324,0,0,0,0,0,0,0,0,0,0,0
RNA5SP325,0,0,0,0,0,0,0,0,0,0,0
RNA5SP326,0,0,0,0,0,0,0,0,0,0,0
RNA5SP327,0,0,0,0,0,0,0,0,0,0,0
RNA5SP328,0,0,0,0,0,0,0,0,0,0,0
RNA5SP329,3,0,1,0,0,0,0,0,0,0,0
RNA5SP33,0,0,0,41,68,61,4,0,0,0,0
RNA5SP330,0,0,0,0,0,0,0,0,0,0,0
RNA5SP331,0,0,0,0,0,0,0,0,0,0,0
RNA5SP332,0,0,0,0,0,0,0,0,0,0,0
RNA5SP333,0,0,0,0,0,0,0,0,0,0,0
RNA5SP335,1,2,1,0,0,0,0,0,0,0,0
RNA5SP336,0,0,0,0,0,0,0,0,0,0,0
RNA5SP337,0,0,0,0,0,0,0,0,0,0,0
RNA5SP338,0,0,0,0,0,0,0,0,0,0,0
RNA5SP339,0,0,0,0,0,0,0,0,0,0,0
RNA5SP34,0,0,0,0,1,0,0,0,0,0,0
RNA5SP340,0,0,0,0,2,2,0,0,0,0,0
RNA5SP341,0,0,0,0,0,0,0,0,0,0,0
RNA5SP342,0,0,0,0,0,0,0,0,0,0,0
RNA5SP344,0,0,0,4,3,4,0,0,0,0,0
RNA5SP345,1,0,0,0,1,6,0,0,0,0,0
RNA5SP346,0,0,0,0,1,0,0,0,0,0,0
RNA5SP347,0,0,0,0,0,0,0,0,0,0,0
RNA5SP349,10,3,3,0,0,0,0,0,0,0,0
RNA5SP35,0,0,0,0,0,0,0,0,0,0,0
RNA5SP350,0,0,0,0,0,1,0,0,0,0,0
RNA5SP351,0,0,0,0,0,0,0,0,0,0,0
RNA5SP352,0,0,0,1,3,3,0,0,0,0,0
RNA5SP353,0,0,0,2,0,1,0,0,0,0,0
RNA5SP354,0,0,0,2,17,11,0,0,0,0,0
RNA5SP355,0,2,0,2,2,3,0,0,0,0,4
RNA5SP356,0,0,0,0,0,0,0,0,0,0,0
RNA5SP357,0,0,0,0,0,0,0,0,0,0,0
RNA5SP358,0,0,0,0,0,0,0,0,0,0,0
RNA5SP359,0,0,0,0,0,0,0,0,0,0,0
RNA5SP36,0,0,0,0,0,0,0,0,0,0,0
RNA5SP360,0,0,0,0,0,0,0,0,0,0,0
RNA5SP361,0,0,0,0,0,0,0,0,0,0,0
RNA5SP362,0,0,0,0,0,0,0,0,0,0,0
RNA5SP363,0,0,0,1,1,0,0,0,0,0,0
RNA5SP364,0,0,0,1,0,0,0,0,0,0,0
RNA5SP365,0,0,0,0,0,0,0,0,0,0,0
RNA5SP366,0,0,1,0,0,0,0,0,0,0,0
RNA5SP367,0,0,0,0,0,0,0,0,0,0,0
RNA5SP368,0,0,0,0,0,0,0,0,0,0,0
RNA5SP369,0,0,0,0,0,0,0,0,0,0,0
RNA5SP37,0,0,0,0,0,0,0,0,0,0,0
RNA5SP370,4,2,4,0,0,1,0,0,0,0,0
RNA5SP371,0,0,0,0,0,0,0,0,0,0,0
RNA5SP372,0,0,0,3,2,4,0,0,0,0,0
RNA5SP373,0,0,0,0,1,1,0,0,0,0,0
RNA5SP374,0,0,0,0,0,0,0,0,0,0,0
RNA5SP375,0,0,0,0,0,1,0,0,0,0,0
RNA5SP376,0,0,0,0,0,0,0,0,0,0,0
RNA5SP378,0,0,0,0,0,0,0,0,0,0,0
RNA5SP379,0,0,0,3,2,4,0,0,0,0,0
RNA5SP38,0,0,0,3,8,9,0,0,0,0,0
RNA5SP380,0,0,0,0,0,0,0,0,0,0,0
RNA5SP382,0,0,0,0,0,0,0,0,0,0,0
RNA5SP383,0,0,0,0,0,8,0,0,0,0,0
RNA5SP384,0,0,0,0,0,0,0,0,0,0,0
RNA5SP385,0,0,0,4,1,2,0,0,0,0,0
RNA5SP386,0,0,0,0,0,0,0,0,0,0,0
RNA5SP387,0,0,0,3,2,1,0,0,0,0,0
RNA5SP388,0,0,0,0,0,0,0,0,0,0,0
RNA5SP389,0,0,0,0,0,0,0,7,0,3,3
RNA5SP39,0,0,0,0,0,0,0,0,0,0,0
RNA5SP390,0,0,0,0,0,0,0,0,0,0,0
RNA5SP391,0,0,0,0,0,0,0,0,0,0,0
RNA5SP392,0,0,0,0,0,0,0,0,0,0,0
RNA5SP393,0,0,0,0,0,0,0,0,0,0,0
RNA5SP394,0,0,0,0,0,0,0,0,0,0,0
RNA5SP395,0,0,0,6,8,6,0,0,0,0,0
RNA5SP396,0,0,0,0,0,0,0,0,0,0,0
RNA5SP397,0,0,0,0,0,0,0,0,0,0,0
RNA5SP399,0,0,0,0,2,0,0,0,0,0,0
RNA5SP40,0,0,0,0,0,0,0,0,0,0,0
RNA5SP400,0,0,0,0,1,0,0,0,0,0,0
RNA5SP401,0,0,0,0,0,0,0,0,0,0,0
RNA5SP402,0,0,0,0,0,0,0,0,0,0,0
RNA5SP403,0,0,0,1,2,1,0,0,0,0,0
RNA5SP404,0,0,0,0,0,0,0,0,0,0,0
RNA5SP405,0,0,0,5,4,1,0,0,0,0,0
RNA5SP406,0,0,0,0,0,0,0,0,0,0,0
RNA5SP407,0,0,0,0,0,0,0,0,0,0,0
RNA5SP408,0,0,0,0,0,0,0,0,0,0,0
RNA5SP409,0,0,0,0,0,0,0,0,0,0,0
RNA5SP41,5,0,5,0,0,0,0,0,0,0,0
RNA5SP410,0,0,0,0,0,0,0,0,0,0,0
RNA5SP411,0,0,0,0,0,0,0,0,0,0,0
RNA5SP412,0,0,0,0,0,0,0,0,0,0,0
RNA5SP413,0,0,0,0,0,0,0,0,0,0,0
RNA5SP414,0,0,0,0,0,0,0,0,0,0,0
RNA5SP415,0,0,0,0,0,0,0,0,0,0,0
RNA5SP416,0,0,0,0,0,0,0,0,0,0,0
RNA5SP417,0,0,0,0,0,0,0,0,0,0,0
RNA5SP418,0,0,0,0,0,0,0,0,0,0,0
RNA5SP419,0,0,0,0,0,0,0,0,0,0,0
RNA5SP42,0,0,0,0,0,0,0,0,0,0,0
RNA5SP420,0,0,0,0,0,0,0,0,0,0,0
RNA5SP421,0,0,0,0,0,0,0,0,0,0,0
RNA5SP422,0,0,0,0,0,0,0,0,0,0,0
RNA5SP423,0,0,0,0,0,0,0,0,0,0,0
RNA5SP425,0,0,0,5,2,1,0,0,0,0,0
RNA5SP426,0,0,0,2,0,0,0,0,0,0,0
RNA5SP427,0,0,0,0,0,0,0,0,0,0,0
RNA5SP428,0,0,0,0,1,0,0,0,0,0,0
RNA5SP429,0,0,0,0,1,1,0,0,0,0,0
RNA5SP43,0,0,0,0,0,0,0,0,0,0,0
RNA5SP430,0,0,0,0,0,0,0,0,0,0,0
RNA5SP431,0,0,0,0,0,0,0,0,0,0,0
RNA5SP432,0,0,0,0,0,0,0,0,0,0,0
RNA5SP433,0,0,0,0,0,0,0,0,0,0,0
RNA5SP434,0,0,0,4,5,4,0,0,0,0,0
RNA5SP435,0,0,0,2,4,0,0,0,0,0,0
RNA5SP436,0,0,0,0,0,0,0,0,0,0,0
RNA5SP437,6,0,2,0,0,0,0,0,0,0,0
RNA5SP438,0,0,0,1,1,1,0,0,0,0,0
RNA5SP439,0,0,0,0,0,1,0,0,0,0,0
RNA5SP44,0,0,0,0,0,0,0,0,14,0,0
RNA5SP440,0,0,0,0,1,2,0,0,0,0,0
RNA5SP441,0,0,0,0,0,1,0,0,0,0,0
RNA5SP442,0,0,0,0,0,0,0,0,0,0,0
RNA5SP444,0,0,0,0,0,0,0,0,0,0,0
RNA5SP445,0,0,0,0,1,1,0,0,0,0,0
RNA5SP446,0,0,0,0,0,0,0,0,0,0,0
RNA5SP447,0,0,0,0,0,0,0,0,0,0,0
RNA5SP448,0,0,0,0,0,1,0,0,0,0,0
RNA5SP449,0,0,0,0,0,0,0,0,0,0,0
RNA5SP45,0,0,0,0,0,0,0,0,0,0,0
RNA5SP450,0,0,0,3,1,7,0,0,0,0,0
RNA5SP451,0,0,0,2,0,0,0,0,0,0,0
RNA5SP452,2,0,1,0,0,7,0,0,0,0,0
RNA5SP453,0,0,0,0,0,0,0,0,0,0,0
RNA5SP454,0,0,0,0,0,0,0,0,0,0,0
RNA5SP455,0,0,1,0,0,0,0,0,0,0,0
RNA5SP456,0,0,0,0,0,0,0,0,0,0,0
RNA5SP457,0,0,0,0,1,0,0,0,0,0,0
RNA5SP459,0,0,0,0,0,0,0,0,0,0,0
RNA5SP46,20,13,12,1,0,0,0,0,0,0,0
RNA5SP460,0,0,0,0,0,0,0,0,0,0,0
RNA5SP461,0,0,0,0,0,0,0,0,0,0,0
RNA5SP462,0,0,0,0,0,0,0,0,0,0,0
RNA5SP464,4,2,5,3,5,4,0,0,0,0,0
RNA5SP465,0,0,0,6,9,12,0,0,0,0,0
RNA5SP466,3,0,0,4,5,1,0,0,0,0,0
RNA5SP467,0,0,2,10,9,14,0,0,0,0,0
RNA5SP468,0,0,0,0,0,0,0,0,0,0,0
RNA5SP469,0,0,0,0,0,0,0,0,19,0,0
RNA5SP47,0,0,0,0,0,0,0,0,0,0,0
RNA5SP470,0,0,0,0,0,0,0,0,0,0,0
RNA5SP471,0,0,0,0,0,0,0,0,0,0,0
RNA5SP472,0,0,0,0,0,0,0,0,0,0,0
RNA5SP473,4,0,1,0,0,0,0,0,0,0,0
RNA5SP474,0,0,0,7,13,7,0,0,0,0,0
RNA5SP475,0,0,0,0,0,0,0,0,0,0,0
RNA5SP476,0,0,0,0,0,0,0,0,0,0,0
RNA5SP477,0,0,0,0,0,0,0,0,0,0,0
RNA5SP478,0,0,0,0,0,0,0,0,0,0,0
RNA5SP479,0,0,0,2,1,1,0,0,0,0,0
RNA5SP48,0,0,0,0,0,0,0,0,0,4,0
RNA5SP480,0,4,0,0,0,0,0,0,0,0,0
RNA5SP481,0,0,0,0,0,0,0,0,0,1,0
RNA5SP482,0,1,0,0,0,0,0,0,0,3,0
RNA5SP483,0,0,0,0,0,1,0,0,0,0,0
RNA5SP484,0,0,0,0,0,0,0,0,0,0,0
RNA5SP485,0,0,0,0,0,0,0,0,0,0,0
RNA5SP486,0,0,0,0,0,0,0,0,0,0,0
RNA5SP487,0,0,0,0,0,0,0,0,0,0,0
RNA5SP488,0,0,0,0,1,6,0,0,0,0,0
RNA5SP489,0,0,0,0,0,0,0,0,0,0,0
RNA5SP49,0,0,0,0,0,0,0,0,0,0,0
RNA5SP490,0,1,0,0,0,0,0,0,0,0,0
RNA5SP491,0,0,0,0,0,0,0,0,0,0,0
RNA5SP492,0,0,0,0,2,2,0,0,0,0,0
RNA5SP493,0,0,0,0,0,0,0,0,0,0,0
RNA5SP494,0,0,0,0,0,0,0,0,0,0,0
RNA5SP495,0,1,0,0,0,0,0,0,0,0,0
RNA5SP496,0,0,0,0,1,0,0,0,0,0,0
RNA5SP497,0,0,0,1,0,0,0,0,0,0,0
RNA5SP498,0,0,0,0,0,0,0,0,0,0,0
RNA5SP499,0,0,0,0,0,0,0,0,0,0,0
RNA5SP50,0,0,0,0,0,0,0,0,0,0,0
RNA5SP500,0,0,0,0,0,0,0,0,0,0,0
RNA5SP501,0,0,0,0,0,0,0,0,0,0,0
RNA5SP502,0,0,0,1,0,0,0,0,0,0,0
RNA5SP503,0,0,0,0,0,0,0,0,0,0,0
RNA5SP504,0,0,0,0,0,0,0,0,0,0,0
RNA5SP505,0,0,0,0,0,0,0,0,0,0,0
RNA5SP507,0,0,0,0,0,0,0,0,0,0,0
RNA5SP508,0,0,0,0,0,0,0,0,0,0,0
RNA5SP509,0,0,0,0,0,0,0,0,0,0,0
RNA5SP51,0,0,0,0,1,0,0,0,0,0,0
RNA5SP510,0,0,0,5,3,3,0,0,0,0,0
RNA5SP511,0,0,0,0,0,2,0,0,0,0,0
RNA5SP512,0,0,0,0,0,1,0,0,0,0,0
RNA5SP513,0,0,0,0,0,0,0,0,0,0,0
RNA5SP514,1,6,0,2,3,4,0,0,0,0,0
RNA5SP515,0,1,2,0,0,0,0,0,0,0,0
RNA5SP516,0,0,0,0,0,0,0,0,0,0,0
RNA5SP517,0,0,0,0,0,0,0,0,0,0,0
RNA5SP518,0,0,0,0,0,0,0,0,0,0,0
RNA5SP519,0,0,0,0,0,0,0,0,0,0,0
RNA5SP52,1,1,0,0,0,0,0,0,0,0,0
RNA5SP520,0,0,0,0,0,0,0,0,0,0,0
RNA5SP521,0,0,0,0,0,0,0,0,0,0,0
RNA5SP53,0,0,0,0,0,0,0,6,0,0,0
RNA5SP54,0,0,0,0,0,0,0,0,0,0,0
RNA5SP55,0,0,0,0,0,0,0,0,0,0,0
RNA5SP56,0,0,0,0,0,0,0,0,0,0,0
RNA5SP57,0,0,0,0,0,0,0,0,0,0,0
RNA5SP59,0,0,0,0,0,0,0,0,0,0,0
RNA5SP60,0,0,0,0,0,0,0,0,0,0,0
RNA5SP61,0,0,0,5,10,20,0,0,0,0,0
RNA5SP62,0,0,0,0,0,0,0,0,0,0,0
RNA5SP63,0,0,0,0,0,0,0,0,0,0,0
RNA5SP64,0,0,0,0,0,0,0,0,0,0,0
RNA5SP65,0,0,0,0,0,0,0,0,0,0,0
RNA5SP66,0,0,0,0,0,0,0,0,0,0,0
RNA5SP67,0,0,0,0,0,0,0,0,0,0,0
RNA5SP68,0,0,0,0,0,3,0,0,0,0,0
RNA5SP69,0,0,0,5,4,6,0,0,0,0,0
RNA5SP70,0,0,0,0,0,0,0,0,0,0,0
RNA5SP72,0,0,0,0,0,0,0,0,0,0,0
RNA5SP73,0,0,0,0,0,0,0,0,0,0,0
RNA5SP74,0,0,0,0,0,0,0,0,0,0,0
RNA5SP75,0,0,0,0,0,1,0,0,0,0,0
RNA5SP76,0,0,0,0,0,0,0,0,0,0,0
RNA5SP77,0,0,0,0,0,0,0,0,0,0,0
RNA5SP78,0,0,0,0,0,0,0,0,0,0,0
RNA5SP79,0,0,0,0,0,0,0,0,0,0,0
RNA5SP80,0,0,0,0,0,0,0,0,0,0,0
